LeaderID,Name,Sex,BirthYear,BirthCountry,BirthCP,BirthBCC,DeathReported,MOUID_2015,KoreanName_2015,Name_2022,NameAlternative_2022,BirthString_2015,BirthDateString_2022,BirthPlaceString_2022,DeathString_2015,DeathString_2022
리춘삼,리춘삼,남성,,,,,,,,리춘삼,,,1955년 10월 20일,,,연도미상
리충길,리충길,미상,,,,,,,,리충길,,,연도미상,,,연도미상
리태남,리태남,남성,1938.0,한반도,평북,염주군,(사망),212.0,리태남,리태남,이태남,1938.3.26 평북 염주군,1938년 03월 26일,평안북도 염주군,,연도미상
리태섭,리태섭,남성,,,,,,,,리태섭,,,연도미상,,,연도미상
리태일,리태일,남성,,,,,,,,리태일,,,연도미상,,,연도미상
리태철,리태철,남성,1947.0,,,,,796.0,리태철,리태철,이태철,1947년생,1947년,,,연도미상
리택건,리택건,남성,,,,,,,,리택건,,,1962년,,,연도미상
리하일,리하일,남성,1935.0,한반도,양강,,,368.0,리하일,리하일,이하일,1935년생 양강도,1935년,량강도,,연도미상
리학철,리학철,남성,,,,,,,,리학철,이학철,,연도미상,,,연도미상
리혁권,리혁권,남성,,,,,,,,리혁권,,,연도미상,,,연도미상
리현,리현,남성,,,,,,,,리현,,,1966년 08월 09일,,,연도미상
리형근,리형근,남성,,,,,,,,리형근,,,연도미상,,,연도미상
리혜정,리혜정,여성,,,,,,,,리혜정,,,연도미상,,,연도미상
리호림,리호림,미상,,,,,,,,리호림,,,연도미상,,,연도미상
리히용,리히용,남성,,,,,,,,리히용,,,연도미상,,,연도미상
림경만,림경만,남성,1946.0,,,,,197.0,림경만,림경만,임경만,1946.8.28,1946년 08월 28일,평안남도,,연도미상
림광일,림광일,남성,,,,,,,,림광일,,,1965년,,,연도미상
림남수,림남수,미상,1948.0,,,,,797.0,림남수,림남수,임남수,1948년생,연도미상,,,연도미상
림동옥,림동옥,남성,,,,,(사망),211.0,림동옥,림동옥,임동옥,,1936년,평안북도,,2006년 08월 20일
림상종,림상종,남성,,,,,(사망),110.0,림상종,림상종,임상종,,1927년 09월 01일,,,2007년 10월
림준길,림준길,미상,,,,,,,,림준길,임준길,,연도미상,,,연도미상
마원춘,마원춘,남성,,,,,,,,마원춘,,,1956년 06월 30일,,,연도미상
마종선,마종선,남성,,,,,,,,마종선,,,연도미상,,,연도미상
맹경일,맹경일,남성,1963.0,,,,,160.0,맹경일,맹경일,,1963.4.21,1963년 04월 21일,,,연도미상
문경덕,문경덕,남성,1957.0,한반도,평양,,,498.0,문경덕,문경덕,,1957.10.12 평양,1957년 10월 12일,평양시,,연도미상
문명학,문명학,남성,,,,,,370.0,문명학,문명학,,,연도미상,,,연도미상
문응조,문응조,남성,1949.0,,,,,383.0,문응조,문응조,,1949.10.21,1949년 10월 21일,평안남도,,연도미상
문재덕,문재덕,남성,1945.0,한반도,평양,,,681.0,문재덕,문재덕,,1945.7.4 평양,1945년 07월 04일,함경남도,,연도미상
문재철,문재철,남성,1946.0,,,,,155.0,문재철,문재철,,1946.3.24,1946년 03월 24일,강원도,,연도미상
문철,문철,남성,,,,,,,,문철,,,연도미상,,,연도미상
박경삼,박경삼,남성,,,,,,682.0,박경삼,박경삼,,,연도미상,,,연도미상
박경선,박경선,남성,1942.0,한반도,함북,나진,,151.0,박경선,박경선,,1942.9.29 함북 나진,1942년 09월 29일,함경북도,,연도미상
박경철,박경철,남성,1959.0,,,,,683.0,박경철,박경철,,1959년생,1959년 01월 01일,강원도,,연도미상
박관오,박관오,남성,1929.0,한반도,자강,성간군,,107.0,박관오,박관오,,1929년생 자강도 성간군,1932년,,,연도미상
박광식,박광식,미상,,,,,,,,박광식,,,연도미상,,,연도미상
박광웅,박광웅,미상,,,,,,,,박광웅,,,연도미상,,,연도미상
박광호,박광호,남성,,,,,,,,박광호,,,연도미상,,,연도미상
박금희,박금희,미상,,,,,,,,박금희,,,연도미상,,,연도미상
박기서,박기서,남성,,,,,(사망),342.0,박기서,박기서,,,1929년,,,2010년 01월 05일
박길연,박길연,남성,1943.0,한반도,자강,,,166.0,박길연,박길연,,1943.1.26 자강도,1943년 01월 26일,자강도,,연도미상
박도춘,박도춘,남성,1944.0,한반도,자강,낭림군,,344.0,박도춘,박도춘,,1944.3.9 자강도 낭림군,1944년 03월 09일,자강도 낭림군,,연도미상
박림수,박림수,남성,1950.0,,,,,341.0,박림수,박림수,,1950.11.8,1950년 11월 08일,,,연도미상
박만호,박만호,남성,,,,,,,,박만호,,,연도미상,,,연도미상
박명국,박명국,남성,1954.0,,,,,686.0,박명국,박명국,,1954년생,1956년 06월 01일,평안북도,,연도미상
박명선,박명선,여성,1943.0,,,,,396.0,박명선,박명선,,1943.6.15,1943년 06월 15일,평양시,,연도미상
박명순,박명순,여성,,,,,,,,박명순,,,연도미상,,,연도미상
박명철a,박명철,남성,1941.0,한반도,평북,의주군,,424.0,박명철,박명철,,1941.9.15 평북 의주군,1941년 09월 15일,평양시,,연도미상
박명철b,박명철,남성,,,,,,,,박명철,,,연도미상,,,연도미상
박봉주,박봉주,남성,1940.0,,,,,328.0,박봉주,박봉주,,1940년생,1939년 04월 10일,함경북도 김책시,,연도미상
박성철a,박성철,남성,,,,,(사망),326.0,박성철,박성철,,,1913년 09월 02일,북한지역외 남한 경북 경주,,2009년 10월 29일
박성철b,박성철,남성,,,,,,,,박성철,,,연도미상,,,연도미상
박송남,박송남,남성,,,,,,687.0,박송남,박송남,,,연도미상,,,연도미상
박송봉,박송봉,남성,,,,,(사망),313.0,박송봉,박송봉,,,1932년,북한지역외 중국 연길,,2001년 02월
박수길,박수길,남성,,,,,,314.0,박수길,박수길,,,1947년,평안남도,,연도미상
박수일,박수일,남성,,,,,,,,박수일,,,연도미상,,,연도미상
박순희,박순희,여성,1955.0,,,,,688.0,박순희,박순희,,1955.12.24,1955년 12월 24일,,,연도미상
박승원,박승원,남성,1946.0,,,,,360.0,박승원,박승원,,1946.11,1946년 11월,,,연도미상
박영식,박영식,남성,,,,,,,,박영식,,,연도미상,,,연도미상
박영호,박영호,남성,,,,,,,,박영호,,,연도미상,,,연도미상
박용석,박용석,남성,,,,,(사망),312.0,박용석,박용석,,,1928년,함경북도,,2007년 03월
박용일,박용일,남성,1966.0,,,,,689.0,박용일,박용일,,1966년생,1966년,,,연도미상
박용팔,박용팔,남성,1968.0,,,,,267.0,박용팔,박용팔,,1968년생,1968년,,,연도미상
박의춘,박의춘,남성,1932.0,,,,,434.0,박의춘,박의춘,,1932.8.15,1935년 01월 01일,함경남도,,연도미상
박인철,박인철,남성,,,,,,,,박인철,,,연도미상,,,연도미상
박재경,박재경,남성,1933.0,한반도,함북,,,452.0,박재경,박재경,,1933.6.10 함북,1933년 06월 10일,함경북도,,연도미상
박정근,박정근,남성,,,,,,,,박정근,,,연도미상,,,연도미상
박정남,박정남,남성,,,,,,,,박정남,,,연도미상,,,연도미상
박정순,박정순,남성,1928.0,한반도,평남,평원,(사망),499.0,박정순,박정순,,1928.7.1 평남 평원,1928년 07월 01일,평안남도 평원군,,2011년 01월 22일
박정천,박정천,남성,,,,,,,,박정천,,,연도미상,,,연도미상
박지민,박지민,미상,,,,,,,,박지민,,,연도미상,,,연도미상
박진식,박진식,남성,1948.0,,,,,691.0,박진식,박진식,,1948년생,1948년 01월 01일,함경남도,,연도미상
박창호,박창호,남성,,,,,,,,박창호,,,연도미상,,,연도미상
박철민,박철민,남성,,,,,,,,박철민,,,연도미상,,,연도미상
박춘남,박춘남,남성,,,,,,,,박춘남,,,연도미상,,,연도미상
박태덕,박태덕,남성,1955.0,,,,,507.0,박태덕,박태덕,,1955년생,1955년,,,연도미상
박태성,박태성,남성,,,,,,,,박태성,,,1955년 09월 14일,,,연도미상
박태원,박태원,남성,,,,,,345.0,박태원,박태원,,,연도미상,,,연도미상
박태화,박태화,남성,,,,,(사망),293.0,박태화,박태화,,,1919년 10월 15일,함경북도,,2005년 11월
박혁철,박혁철,남성,,,,,,,,박혁철,,,연도미상,,,연도미상
박형렬,박형렬,남성,,,,,,,,박형렬,,,연도미상,,,연도미상
박호영,박호영,남성,1953.0,,,,,694.0,박호영,박호영,,1953년생,1953년,평양시,,연도미상
박훈,박훈,남성,,,,,,,,박훈,박훈,,연도미상,,,연도미상
방강수,방강수,남성,1958.0,,,,,695.0,방강수,방강수,,1958.9.24,1958년 09월 24일,평양시,,연도미상
배달준,배달준,남성,1936.0,,,,,266.0,배달준,배달준,,1936년생,1936년,,,연도미상
백계룡,백계룡,남성,1945.0,,,,,508.0,백계룡,백계룡,백계용,1945년생,1948년 01월 01일,,,연도미상
백남순,백남순,남성,,,,,(사망),276.0,백남순,백남순,,,1929년 03월 13일,량강도,,2007년 01월 03일
백룡천,백룡천,남성,1962.0,,,,,698.0,백룡천,백룡천,백룡천,1962년생,1962년,평양시,,연도미상
백세봉,백세봉,남성,1938.0,,,,,223.0,백세봉,백세봉,,1938년생,1938년,,,2013년 10월
백용호,백용호,남성,1945.0,,,,,543.0,백용호,백용호,,1945년생,1947년,함경남도,,연도미상
백인준,백인준,남성,,,,,(사망),274.0,백인준,백인준,,,1920년 10월 20일,평안북도 운산군,,1999년 01월 20일
백학림,백학림,남성,,,,,(사망),275.0,백학림,백학림,,,1918년 10월,평안남도 평원군,,2006년 10월 05일
변영립,변영립,남성,1929.0,한반도,황남,재령군,(사망),458.0,변영립,변영립,,1929.9.20 황남 재령군,1929년,,,연도미상
변인선,변인선,남성,1946.0,,,,,798.0,변인선,변인선,,1946년생,1946년,,,연도미상
서종진,서종진,남성,,,,,,,,서종진,,,연도미상,,,연도미상
서창룡,서창룡,남성,,,,,,,,서창룡,,,연도미상,,,연도미상
서호원,서호원,남성,,,,,,,,서호원,,,연도미상,,,연도미상
서홍찬,서홍찬,남성,,,,,,,,서홍찬,,,연도미상,,,연도미상
성자립,성자립,남성,1948.0,,,,,291.0,성자립,성자립,,1948.10.11,1948년 10월 11일,,,연도미상
손광호,손광호,남성,,,,,,,,손광호,,,1960년 10월 24일,,,연도미상
손영훈,손영훈,남성,,,,,,,,손영훈,,,연도미상,,,연도미상
손철주,손철주,남성,,,,,,,,손철주,,,연도미상,,,연도미상
송승철,송승철,남성,,,,,,,,송승철,,,연도미상,,,연도미상
송일호,송일호,남성,1954.0,한반도,평양,,,702.0,송일호,송일호,,1954.4.4 평양,1954년 04월 04일,평양시,,연도미상
송춘섭,송춘섭,남성,,,,,,,,송춘섭,,,연도미상,,,연도미상
송호경,송호경,남성,,,,,(사망),256.0,송호경,송호경,,,1940년 02월 03일,평안남도,,2004년 09월 19일
승정규,승정규,남성,,,,,,,,승정규,,,연도미상,,,연도미상
신룡만,신룡만,남성,,,,,,,,신룡만,,,연도미상,,,연도미상
신만균,신만균,남성,,,,,,,,신만균,,,연도미상,,,연도미상
신병철,신병철,남성,1945.0,,,,,703.0,신병철,신병철,,1945년생,1946년 01월 01일,황해남도,,연도미상
신선호,신선호,남성,1948.0,한반도,황남,,,381.0,신선호,신선호,,1948.7.5 황남,1948년 07월 05일,황해남도,,연도미상
신영철,신영철,남성,,,,,,,,신영철,,,1959년,,,연도미상
신창일,신창일,남성,,,,,,,,신창일,,,연도미상,,,연도미상
심국룡,심국룡,남성,,,,,,,,심국룡,,,연도미상,,,연도미상
심상진,심상진,남성,1944.0,한반도,양강,,,118.0,심상진,심상진,,1944.11.5 양강도,1944년 11월 05일,량강도,,연도미상
심영학,심영학,미상,,,,,,,,심영학,,,연도미상,,,연도미상
심철호,심철호,남성,,,,,,799.0,심철호,심철호,,,1960년,,,연도미상
안경호,안경호,남성,1930.0,한반도,강원,,(사망),464.0,안경호,안경호,,1930.1.18 강원,1930년 01월 18일,강원도,,연도미상
안극태,안극태,남성,,,,,,429.0,안극태,안극태,,,1935년,,,연도미상
안금철,안금철,남성,,,,,,,,안금철,,,연도미상,,,연도미상
안동춘,안동춘,남성,,,,,,268.0,안동춘,안동춘,,,1945년,,,연도미상
안정수,안정수,남성,1951.0,,,,,504.0,안정수,안정수,,1951년생,1948년 01월 01일,,,연도미상
안지용,안지용,남성,,,,,,,,안지용,,,연도미상,,,연도미상
양승호,양승호,남성,,,,,,,,양승호,,,연도미상,,,연도미상
양형섭,양형섭,남성,1925.0,한반도,함남,함흥시,,242.0,양형섭,양형섭,,1925.10.1 함남 함흥시,1925년 10월 01일,함경남도,,연도미상
엄정철,엄정철,미상,,,,,,,,엄정철,,,연도미상,,,연도미상
여원구,여원구,여성,,,,,(사망),,,여원구,려원구,,1928년 11월 05일,북한지역외 남한 서울 종로,,2009년 07월 30일
연형묵,연형묵,남성,,,,,(사망),492.0,연형묵,연형묵,,,1931년 11월 03일,함경북도 경원군(새별군),,2005년 10월 22일
오경룡,오경룡,남성,,,,,,,,오경룡,,,연도미상,,,연도미상
오경석,오경석,남성,,,,,,,,오경석,,,연도미상,,,연도미상
오극렬,오극렬,남성,1931.0,중국,지린,,,159.0,오극렬,오극렬,,1931년생 중국 지린,1930년 01월 07일,함경북도 온성군,,연도미상
오금철,오금철,남성,1947.0,한반도,평양,,,419.0,오금철,오금철,,1947.2.24 평양,1947년 02월 24일,평양시,,연도미상
오동일,오동일,남성,,,,,,,,오동일,,,연도미상,,,연도미상
오수용,오수용,남성,1944.0,,,,,119.0,오수용,오수용,오수용,1944년생,1947년,,,연도미상
오응창,오응창,남성,,,,,,421.0,오응창,오응창,,,연도미상,,,연도미상
오일정,오일정,남성,1944.0,,,,,502.0,오일정,오일정,,1944년생,1954년,평양시,,연도미상
오진우,오진우,남성,,,,,(사망),221.0,오진우,오진우,,,1917년 03월 09일,함경남도 북청군,,1995년 02월 25일
오춘복,오춘복,여성,,,,,,,,오춘복,,,연도미상,,,연도미상
왕창욱,왕창욱,남성,,,,,,,,왕창욱,,,연도미상,,,연도미상
우동측,우동측,남성,1942.0,한반도,평남,평원군,,462.0,우동측,우동측,,1942.8.8 평남 평원군,1942년 08월 08일,,,연도미상
우상철,우상철,남성,,,,,,,,우상철,,,연도미상,,,연도미상
원길우,원길우,남성,,,,,,,,원길우,,,1962년 04월 07일,,,연도미상
원도희,원도희,남성,1949.0,,,,,800.0,원도희,원도희,,1949년생,1949년 01월 01일,량강도,,연도미상
원동연,원동연,남성,1947.0,,,,,463.0,원동연,원동연,,1947년생,1947년,함경북도,,연도미상
원응희,원응희,남성,1939.0,,,,(사망),105.0,원응희,원응희,,1939년생(1936년說),1939년,,"보위사령관, 인민군 대장, 당 중앙위 위원",2004년 05월 15일
위성일,위성일,남성,,,,,,,,위성일,,,연도미상,,,연도미상
유진,유진,남성,,,,,,,,유진,유진,,연도미상,,,연도미상
유철우,유철우,남성,,,,,,,,유철우,,,연도미상,,,연도미상
윤기정,윤기정,여성,,,,,(사망),103.0,윤기정,윤기정,,,1928년 12월 15일,북한지역외 남한 서울,,2010년 08월 13일
윤동현,윤동현,남성,,,,,,,,윤동현,,,연도미상,,,연도미상
윤영식,윤영식,남성,,,,,,,,윤영식,,,연도미상,,,연도미상
윤정린,윤정린,남성,,,,,,447.0,윤정린,윤정린,,,1938년,,,연도미상
윤정호,윤정호,남성,,,,,,,,윤정호,,,연도미상,,,연도미상
이동석,이동석,남성,,,,,,,,이동석,,,연도미상,,,연도미상
임경재,임경재,남성,,,,,,,,임경재,,,연도미상,,,연도미상
임철웅,임철웅,남성,,,,,,,,임철웅,,,1961년 10월 27일,,,연도미상
임출웅,임출웅,남성,,,,,,,,임출웅,,,연도미상,,,연도미상
임훈,임훈,미상,,,,,,,,임훈,,,연도미상,,,연도미상
자성남,자성남,남성,1954.0,,,,,609.0,자성남,자성남,,1954.3,1954년 03월 28일,,,연도미상
장경일,장경일,남성,,,,,,,,장경일,,,연도미상,,,연도미상
장광봉,장광봉,남성,,,,,,,,장광봉,,,연도미상,,,연도미상
장금철,장금철,남성,,,,,,,,장금철,,,연도미상,,,연도미상
장기호,장기호,남성,,,,,,,,장기호,,,연도미상,,,연도미상
장길룡,장길룡,남성,,,,,,,,장길룡,,,연도미상,,,연도미상
장길성,장길성,남성,,,,,,,,장길성,,,연도미상,,,연도미상
장병규,장병규,남성,,,,,,514.0,장병규,장병규,,,1920년,,,연도미상
장성길,장성길,남성,1939.0,한반도,평양,,(사망),104.0,장성길,장성길,,"1939.1.13, 평양",1939년 01월 13일,평양시,"820전차군단 정치위원, 인민군 중장",2006년 07월
장성우,장성우,남성,,,,,(사망),172.0,장성우,장성우,,,1933년 04월 07일,강원도,,2009년 08월
장성택,장성택,남성,1946.0,한반도,함북,청진시,(사망),102.0,장성택,장성택,,1946.1.22 함북 청진시,1946년 01월 22일,함경북도 청진시,,2013년 12월 12일
장세철,장세철,남성,,,,,,,,장세철,,,연도미상,,,연도미상
장영록,장영록,남성,,,,,,,,장영록,,,연도미상,,,연도미상
장웅,장웅,남성,1938.0,한반도,평양,,,611.0,장웅,장웅,,1938.7.5 평양,1938년 07월 05일,평양시,,연도미상
장윤곤,장윤곤,남성,1956.0,한반도,평양,동대원구,,612.0,장윤곤,장윤곤,,1956.12.10 평양 동대원구역,1956년 12월 10일,평양시 동대원구역,,연도미상
장재언,장재언,남성,1936.0,,,,,400.0,장재언,장재언,,1936.1.20,1942년 01월 01일,함경북도,,연도미상
장정남,장정남,남성,,,,,,,,장정남,,,연도미상,,,연도미상
장정애,장정애,남성,,,,,,,,장정애,,,연도미상,,,연도미상
장정주,장정주,남성,,,,,,,,장정주,,,연도미상,,,연도미상
장준상,장준상,남성,,,,,,,,장준상,,,연도미상,,,연도미상
장창하,장창하,남성,,,,,,,,장창하,,,연도미상,,,연도미상
장철,장철,남성,1955.0,,,,,506.0,장철,장철,,1955년생,1955년,평양시,,연도미상
장춘성,장춘성,남성,,,,,,,,장춘성,,,연도미상,,,연도미상
장춘실,장춘실,여성,,,,,,,,장춘실,,,연도미상,,,연도미상
장혁,장혁,남성,,,,,,,,장혁,,,1966년 07월 25일,,,연도미상
장혜명,장혜명,남성,1958.0,한반도,양강,,,613.0,장혜명,장혜명,,1958년 양강도,1958년,량강도,,연도미상
전경남,전경남,남성,,,,,,801.0,전경남,전경남,,,1954년,,,연도미상
전광호,전광호,남성,,,,,,,,전광호,,,연도미상,,,연도미상
전길수,전길수,남성,,,,,,433.0,전길수,전길수,,,1959년 01월 01일,,,연도미상
전병호,전병호,남성,1926.0,한반도,자강,전천군,(사망),440.0,전병호,전병호,,1926.3.20 자강도 전천군,1926년 03월 20일,,,2014년 07월 07일
전승훈,전승훈,남성,1951.0,,,,,614.0,전승훈,전승훈,,1951년생,1951년 10월 27일,황해남도,,연도미상
전영진,전영진,남성,1937.0,한반도,함남,,,615.0,전영진,전영진,,1937.2.11  함남,1937년 02월 11일,함경남도,,연도미상
전용남,전용남,남성,,,,,,802.0,전용남,전용남,,,연도미상,,,연도미상
전일춘,전일춘,남성,,,,,,500.0,전일춘,전일춘,,,1941년,함경북도,,연도미상
전일호,전일호,남성,,,,,,,,전일호,,,연도미상,,,연도미상
전종수,전종수,남성,1963.0,,,,,617.0,전종수,전종수,,1963.9.20,1963년 09월 20일,평양시,,연도미상
전창복,전창복,남성,,,,,,803.0,전창복,전창복,,,연도미상,,,연도미상
전태수,전태수,남성,,,,,,,,전태수,,,연도미상,,,연도미상
전하철,전하철,남성,1928.0,한반도,양강,김형직군,,339.0,전하철,전하철,,1928.4.22 양강도 김형직군,1928년 04월 22일,량강도 김형직군,,연도미상
전학철,전학철,남성,,,,,,,,전학철,,,연도미상,,,연도미상
전현철,전현철,남성,,,,,,,,전현철,,,연도미상,,,연도미상
전희정,전희정,남성,1930.0,한반도,강원,,,202.0,전희정,전희정,,1930.3.5 강원,1930년 03월 05일,강원도,,연도미상
정경일,정경일,미상,,,,,,,,정경일,,,연도미상,,,연도미상
정경택,정경택,남성,,,,,,,,정경택,,,연도미상,,,연도미상
정덕기,정덕기,남성,,,,,,618.0,정덕기,정덕기,,,1947년 05월 15일,,,연도미상
정명도,정명도,남성,,,,,,435.0,정명도,정명도,,,연도미상,,,연도미상
정명학,정명학,남성,,,,,,619.0,정명학,정명학,,,연도미상,,,연도미상
정봉석,정봉석,미상,,,,,,,,정봉석,,,연도미상,,,연도미상
정상학,정상학,남성,,,,,,,,정상학,,,연도미상,,,연도미상
정승일,정승일,남성,,,,,,,,정승일,정승일,,연도미상,,,연도미상
정연과,정연과,남성,,,,,,620.0,정연과,정연과,,,연도미상,,,연도미상
정영국,정영국,남성,,,,,,,,정영국,,,연도미상,,,연도미상
정영수,정영수,남성,,,,,,455.0,정영수,정영수,,,1950년 01월 01일,강원도,,연도미상
정영원,정영원,남성,,,,,,,,정영원,,,연도미상,,,연도미상
정인철,정인철,남성,,,,,,,,정인철,,,연도미상,,,연도미상
정태양,정태양,남성,1954.0,,,,,621.0,정태양,정태양,,1954.11.2,1954년 11월 02일,평양시,,연도미상
정호균,정호균,남성,,,,,,623.0,정호균,정호균,,,연도미상,,,연도미상
조경철,조경철,남성,,,,,,,,조경철,,,연도미상,,,연도미상
조남진,조남진,남성,,,,,,,,조남진,,,연도미상,,,연도미상
조명록,조명록,남성,1928.0,한반도,함북,연사,(사망),406.0,조명록,조명록,,1928.7.12 함북 연사,1928년 07월 12일,함경북도 연사군,"인민군 총정치국장, 국방위원회 제1부위원장, 인민군 차수, 당 정치국 상무위원, 당 중앙위 위원, 최고인민회의 제12기 대의원",2010년 11월 06일
조병주,조병주,남성,1942.0,,,,,385.0,조병주,조병주,,1942.12.1,1942년 12월 01일,,,연도미상
조석호,조석호,미상,,,,,,,,조석호,,,연도미상,,,연도미상
조연준,조연준,남성,1937.0,한반도,함남,고원군,,804.0,조연준,조연준,,1937.9.28  함경남도 고원군,1937년 09월 28일,함경남도,,연도미상
조영철,조영철,남성,,,,,,509.0,조영철,조영철,,,1962년,함경남도,,연도미상
조용원,조용원,남성,,,,,,,,조용원,,,1957년,,,연도미상
조정호,조정호,남성,,,,,,741.0,조정호,조정호,,,1959년 03월 10일,함경북도,,연도미상
조춘룡,조춘룡,남성,,,,,,,,조춘룡,,,연도미상,,,연도미상
조현주,조현주,남성,1961.0,,,,,624.0,조현주,조현주,,1961년생,1967년 01월 01일,평양시,,연도미상
조혜숙,조혜숙,여성,,,,,,625.0,조혜숙,조혜숙,,,연도미상,,,연도미상
주규창,주규창,남성,1928.0,한반도,함남,함주군,(사망),106.0,주규창,주규창,,1928.11.25 함남 함주군,1928년 11월 25일,함경남도 함주군,,2018년 09월 03일
주동찬,주동찬,남성,1947.0,,,,,627.0,주동찬,주동찬,,1947년생(1954년說),1952년 01월 01일,평양시,,연도미상
주상성,주상성,남성,1933.0,한반도,강원,문천시,,387.0,주상성,주상성,,1933.8.1 강원 문천시,1933년 08월 01일,강원도 문천시,,연도미상
주영길,주영길,남성,,,,,,,,주영길,,,1959년,평양시,,연도미상
주영식,주영식,남성,1942.0,,,,,545.0,주영식,주영식,,1942년생,1942년 10월 20일,평안남도,,연도미상
주용일,주용일,남성,,,,,,,,주용일,,,연도미상,,,연도미상
주진구,주진구,남성,,,,,,628.0,주진구,주진구,,,1943년 01월 01일,함경남도,,연도미상
주창일,주창일,남성,,,,,,,,주창일,,,연도미상,,,연도미상
주철규,주철규,남성,,,,,,,,주철규,,,연도미상,,,연도미상
지재룡,지재룡,남성,1942.0,한반도,함남,,,561.0,지재룡,지재룡,지재용,1942.5.10 함남,1942년 05월 10일,함경남도,,연도미상
진금송,진금송,남성,,,,,,,,진금송,,,연도미상,,,연도미상
차명남,차명남,남성,,,,,,,,차명남,,,연도미상,,,연도미상
차선모,차선모,남성,1950.0,,,,,629.0,차선모,차선모,,1950년생,1950년,황해북도,,연도미상
차승수,차승수,남성,1940.0,한반도,자강,화평군,,630.0,차승수,차승수,,1940년생 자강도 화평군,1939년 01월 01일,자강도 화평군,,연도미상
차희림,차희림,남성,,,,,,,,차희림,,,1953년,,,연도미상
채성학,채성학,남성,,,,,,,,채성학,,,연도미상,,,연도미상
채일룡,채일룡,미상,,,,,,,,채일룡,,,연도미상,,,연도미상
채희정,채희정,남성,1924.0,한반도,함남,,(사망),310.0,채희정,채희정,,1924년생  함남,1924년,함경남도,,2014년 02월
최강,최강,남성,,,,,,,,최강,,,연도미상,,,연도미상
최강일,최강일,남성,,,,,,,,최강일,,,연도미상,,,연도미상
최경성,최경성,남성,,,,,,546.0,최경성,최경성,,,1945년,,,연도미상
최경철,최경철,남성,,,,,,,,최경철,,,연도미상,,,연도미상
최광,최광,남성,,,,,(사망),175.0,최광,최광,,,1918년 07월,함경북도,,1997년 02월 21일
최광래,최광래,남성,1944.0,,,,,805.0,최광래,최광래,,1944년생,1944년,평양시,,연도미상
최광진,최광진,남성,,,,,,806.0,최광진,최광진,,,연도미상,,,연도미상
최권수,최권수,남성,,,,,,,,최권수,,,연도미상,,,연도미상
최기룡,최기룡,남성,,,,,,177.0,최기룡,최기룡,최기용,,연도미상,,,연도미상
최동명,최동명,미상,,,,,,,,최동명,,,연도미상,,,연도미상
최룡해,최룡해,남성,1950.0,한반도,황남,신천군,,399.0,최룡해,최룡해,최용해,1950.1.15 황남 신천군,1950년 01월 15일,황해남도 신천군,,연도미상
최명철,최명철,미상,,,,,,,,최명철,,,연도미상,,,연도미상
최배진,최배진,남성,,,,,,632.0,최배진,최배진,,,1956년 01월 01일,평양시,,연도미상
최부일,최부일,남성,,,,,,389.0,최부일,최부일,,,1944년 03월 06일,함경북도 회령시,,연도미상
최상건,최상건,남성,,,,,,,,최상건,,,1953년 04월 28일,함경남도,,연도미상
최상려,최상려,남성,,,,,,547.0,최상려,최상려,,,연도미상,,,연도미상
최선희,최선희,여성,,,,,,,,최선희,,,1964년 08월 10일,평양시,,연도미상
최성근,최성근,미상,,,,,,,,최성근,,,연도미상,,,연도미상
최성익,최성익,남성,1938.0,,,,,179.0,최성익,최성익,,1938.9.21,1938년 09월 21일,황해남도,,연도미상
최수헌,최수헌,남성,1939.0,한반도,평양,,,633.0,최수헌,최수헌,,1939.10.7 평양,1939년 10월 07일,,,연도미상
최승호,최승호,미상,,,,,,,,최승호,,,연도미상,,,연도미상
최영건,최영건,남성,1951.0,한반도,강원,천내군,,634.0,최영건,최영건,,1951.12.11 강원도 천내군,1951년 12월 11일,강원도 천내군,,연도미상
최영림,최영림,남성,1930.0,한반도,함북,경흥군,,398.0,최영림,최영림,,1930.11.20 함북 경흥군,1930년 11월 20일,함경북도 경흥군(은덕군),,연도미상
최영일,최영일,남성,,,,,,,,최영일,,,연도미상,,,연도미상
최영호a,최영호,남성,,,,,,,,최영호,,,연도미상,,,연도미상
최영호b,최영호,남성,,,,,,,,최영호,최영호,,연도미상,,,연도미상
최익규,최익규,남성,1933.0,한반도,함북,화대군,,374.0,최익규,최익규,,1933.2.26  함북 화대군,1933년 02월 26일,함경북도 화대군,,연도미상
최인덕,최인덕,남성,,,,,(사망),149.0,최인덕,최인덕,,,1920년,,,2003년 08월 31일
최일룡,최일룡,남성,,,,,,,,최일룡,최일용,,연도미상,,,연도미상
최정룡,최정룡,남성,,,,,,,,최정룡,최정용,,연도미상,,,연도미상
최종건,최종건,남성,1922.0,,,,,147.0,최종건,최종건,,1922년생,1950년 01월 01일,,,연도미상
최진수,최진수,남성,1941.0,한반도,황남,,,366.0,최진수,최진수,,1941.6.4 황남,1941년 06월 04일,황해남도,,연도미상
최창식,최창식,남성,1940.0,,,,,403.0,최창식,최창식,,1940.4.11,1940년 04월 11일,평안북도,,연도미상
최춘식,최춘식,남성,,,,,,,,최춘식,,,1954년 10월 12일,,,연도미상
최칠남,최칠남,남성,1929.0,,,,,636.0,최칠남,최칠남,,1929.7.19,1929년 07월 19일,,,연도미상
최태복,최태복,남성,1930.0,한반도,평남,남포시,,307.0,최태복,최태복,,1930.12.1  남포,1930년 12월 01일,남포시,,연도미상
