LeaderID,CareerDateString,CareerString
김명남,2014.03,최고인민회의 제13기 대의원
김명남,2012.04,군 소장
김명남,연도미상,"제91수도방어군단장, 군 중장"
김명식,2021.07,인민군 상장
김명식,2021.06,해군사령부 사령관(추정) *전임 : 김성길
김명식,2021.02,해군사령부 사령관 해임 *후임 : 김성길
김명식,2021.01,당 중앙위원회 위원
김명식,2019.04,군 대장(해군 대장)
김명식,2019.03,최고인민회의 제14기 대의원
김명식,2018.08,故 김영춘 국가장의위원회 위원
김명식,2017.10,당 중앙위원회 위원
김명식,2017,"해군 사령관, 군 상장"
김명식,2016.05,당 중앙위원회 후보위원(유임)
김명식,2016.03,"군 총참모부 부총참모장, 군 중장"
김명식,2015.04,해군 사령관 해임 * 후임: 리용주
김명식,2014.05,군 상장
김명식,2014.03,최고인민회의 제13기 대의원
김명식,2013.04,군 중장
김명식,2013.04,해군 사령관
김명식,2013.03,군 소장
김명식,2012.02,군 중장
김명식,2011.12,故 김정일 국가장의위원회 위원
김명식,2010.09,당 중앙위원회 후보위원
김명식,2009.07,동해함대 사령관
김명철,2013.02,인민군 소장
김명철,연도미상,당 검열위원회 위원
김명철,연도미상,평양방어사령부 연대장
김명훈,연도미상,체신성 정보통신연구소 실장
김병률,2013.11,사망
김병률,2012.02,김정일훈장 수상
김병률,2011.12,故 김정일 국가장의위원회 위원
김병률,2010.09,당 중앙위원회 위원
김병률,2010.04,최고재판소장(舊 중앙재판소장)
김병률,2009.04,"최고인민회의 법제위원회 위원, 중앙재판소장(유임)"
김병률,2009.03,최고인민회의 제12기 대의원
김병률,2003.09,"최고인민회의 법제위원회 위원, 중앙재판소장(유임)"
김병률,2003.08,최고인민회의 제11기 대의원
김병률,1998.09,"중앙재판소장, 최고인민회의 법제위원회 위원"
김병률,1998.09,최고인민회의 제10기 대의원
김병률,1995.10,군 대장
김병률,1994.07,故 김일성 국가장의위원회 위원
김병률,1994.01,호위사령부 정치위원
김병률,1986.12,중앙인민위원회 위원
김병률,1986.11,최고인민회의 제8기 대의원
김병률,1985.06,평안북도 당 책임비서 겸 인민위원장
김병률,1982.02,최고인민회의 제7기 대의원
김병률,1980.10,당 중앙위원회 위원
김병률,1974.09,평안북도 인민위원회 위원장
김병률,1972,최고인민회의 제5기 대의원
김병률,1970.11,당 중앙위원회 위원
김병률,1969.11,평안북도 당 책임비서
김병률,연도미상,6.25당시 김일성 호위무관
김병률,연도미상,"만경대혁명학원, 체코 프라하공대 졸업"
김병팔,2010.09,조선노동당 중앙위원회 후보위원(해임)
김병팔,2010.08,조선직업총동맹 중앙검사위원회 위원장(해임) *후임 : 현상주
김병팔,2010.04,김중린 국가장의위원회 위원
김병팔,2009.04,홍성남 국가장의위원회 위원
김병팔,2009.04,최고인민회의 제 12기 대의원
김병팔,2009.04,상임위원회 위원
김병팔,2008.10,박성철 국가장의위원회 위원
김병팔,2008.08,북-팔레스타인 친선협회 위원장
김병팔,2008.01,북-인도 친선협회 위원장
김병팔,2007.07,조선직업총동맹 중앙검사위원회 위원장 *전임 : 염순길(조선직업총동맹 중앙위원회 제58차 전원회의)
김병팔,2000.07,황해제철연합기업소 지배인
김병팔,2000.07,책임비서
김병팔,1995.02,오진우 국가장의위원회 위원
김병팔,1994.07,김일성 국가장의위원회 위원
김병팔,1988.03,조선노동당 중앙위원회 후보위원
김병팔,1987.11,황해제철연합기업소 지배인
김병팔,1982.04,<김일성 훈장> 수훈
김병팔,1972,김책제철연합기업소 기사장
김병호,2021.01,당 중앙위원회 위원
김병호,2019.03,최고인민회의 제14기 대의원
김병호,2017.10,"당 중앙위원회 위원, 노동신문사 책임주필 * 전임: 리영식"
김병호,2016.05,당 중앙위원회 후보위원
김병호,2012.07,당 선전선동부 부부장
김병호,2012.02,김정일훈장 수훈
김병호,2011.12,故 김정일 국가장의위원회 위원
김병호,2010.09,당 중앙위원회 위원
김병호,2009.10,조선중앙통신사 사장
김병호,2003.09,공보위원회 부위원장
김병호,2002.08,조선중앙통신사 부사장
김병호,연도미상,노동신문사 책임주필 *후임 : 박영민
김병훈,2013.08,사망
김병훈,2012.07,조선문학예술총동맹 중앙위원회 위원장 해임 * 후임: 안동춘
김병훈,2011.12,故 김정일 국가장의위원회 위원
김병훈,2010.09,당 중앙위원회 후보위원
김병훈,2009.03,최고인민회의 제12기 대의원
김병훈,2006.06,조선문학예술총동맹 중앙위원회 위원장 * 전임: 김정호
김병훈,2003.08,최고인민회의 제11기 대의원
김병훈,1999.06,조선작가동맹 중앙위원회 위원장
김병훈,1998.09,최고인민회의 제10기 대의원
김병훈,1998.08,조선작가동맹 중앙위원회 제1부위원장
김병훈,1994.07,故 김일성 국가장의위원회 위원
김병훈,1990.04,최고인민회의 제9기 대의원
김병훈,1990.01,조선작가동맹 중앙위원회 위원장
김병훈,1986.09,조선작가동맹 중앙위원회 제1부위원장
김병훈,1985.09,조선문학창작사 사장
김병훈,연도미상,평양사범대학 졸업
김봉영,연도미상,함경남도 인민위원회 위원장 *후임 : 김영식
김봉철,2012.04,상업상 해임 * 후임: 리성호
김봉철,2009.04,최고인민회의 제 12기 대의원
김봉철,2008.10,박성철 국가장의위원회 위원
김봉철,2008 ~ 2012.04,상업성 상 *전임 : 리용선 *후임 : 리성호
김봉철,2007.02,내각사무국 부부장
김봉철,2002.08,평양직할시 인민봉사총국장
김봉철,2001.07,평양직할시 인민봉사총국 제1부총국장
김봉철,1998.10,북-중 친선협회 중앙위원회 부위원장
김봉철,1998.09,상업성 부상
김봉철,1994.08,정무원 상업부 부부장
김석준,2013.12,백두산건축연구원장 해임 * 후임: 박 억
김석준,2013.05,국가건설감독성 상 해임 * 후임: 권성호
김석준,2011.09,국가건설감독성 상 * 전임: 배달준
김석준,2011.09,조선건축가동맹 중앙위원회 위원장 * 전임: 배달준
김석준,2010.05,백두산건축연구원 원장 * 전임: 김명걸
김석준,연도미상,백두산건축연구원 설계사무소 소장
김석준,연도미상,국가설계지도국장
김성,2019.03,최고인민회의 제14기 대의원
김성,2018.09,유엔 주재 대표부 상임대표 * 전임: 자성남
김성,2015,외무성 조약국장
김성,연도미상,평양국제관계대학
김성,연도미상,유엔 주재 대표부 참사관
김성규,2010.08,"사망(77세, 폐암)"
김성규,2010.04,故 김중린 국가장의위원회 위원
김성규,2009.04,故 홍성남 국가장의위원회 위원
김성규,2009.03,최고인민회의 제12기 대의원
김성규,2009.01,당 부장
김성규,2008.10,故 박성철 국가장의위원회 위원
김성규,1998.09,최고인민회의 제10기 대의원
김성규,1997.02,군 대장
김성규,1995.02,故 오진우 국가장의위원회 위원
김성규,1994.10,제8군단장
김성규,1994.07,故 김일성 국가장의위원회 위원
김성규,1992.04,군 상장
김성규,1990.04,최고인민회의 제9기 대의원
김성규,1990.01,당 중앙위원회 후보위원
김성기,2010.03,외무성 부상(중국아시아 담당)
김성기,2010.02,중국 주재 북한 대사관 공사 해임 * 후임: 박명호
김성기,2005.10,중국 주재 북한 대사관 임시대리 대사
김성기,2004,중국 주재 북한 대사관 공사
김성남,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 최고인민회의 외교위원회 위원장으로 보선
김성남,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 국무위원회 위원으로 보선
김성남,2021.02,당 중앙위원회 정치국 후보위원
김성남,2021.01,당 중앙위원회 위원
김성남,2019.03,최고인민회의 제14기 대의원
김성남,2018.04,"당 중앙위원회 위원, 당 국제부 제1부부장"
김성남,2016.05,당 중앙위원회 후보위원
김성남,2016.05,故 강석주 국가장의위원회 위원
김성남,2016.05,故 리을설 국가장의위원회 위원
김성남,2010.01,당 국제부 부부장
김성남,연도미상,당 국제부 부장
김성룡,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 외교위원회 위원으로 보선
김성룡,2021.01,내각 부총리
김성룡,2021.01,당 중앙위원회 위원
김성애,2014,사망
김성애,2010.09,당 중앙위원회 위원 해임
김성애,1998.04,조선민주여성동맹 위원장 해임 * 후임: 천연옥
김성애,1994.07,故 김일성 국가장의위원회 위원
김성애,1990.05,최고인민회의 상설회의 의원
김성애,1990.04,최고인민회의 제9기 대의원
김성애,1986.12,최고인민회의 상설회의 의원
김성애,1986.11,최고인민회의 제8기 대의원
김성애,1983.06,조선민주여성동맹 중앙위원회 위원장
김성애,1982.04,"최고인민회의 상설회의 의원, 김일성훈장 수훈"
김성애,1982.02,최고인민회의 제7기 대의원
김성애,1980.10,당 중앙위원회 위원
김성애,1977.12,최고인민회의 제6기 대의원 겸 상설회의 의원
김성애,1972.12,최고인민회의 제5기 대의원 겸 상설회의 의원
김성애,1971.10,조선민주여성동맹 중앙위원회 위원장
김성애,1970.11,당 중앙위원회 위원
김성애,1965.11,조선민주여성동맹 중앙위원회 부위원장
김성애,1953,김일성과 결혼
김성애,연도미상,"평양여자사범대학, 김일성종합대학 졸업"
김성일,2020.01,故 황순희 국가장의위원회 위원
김성일,2019.04,최고인민회의 외교위원회 위원
김성일,2019.03,최고인민회의 제14기 대의원
김성일,2018.12,故 김철만 국가장의위원회 위원
김성일,2016.05,"함경남도 당 위원회 위원장, 당 중앙위원회 위원"
김성혜,2018,당 통일전선부 실장
김성혜,2015,조선아시아태평양평화위원회 부실장
김성혜,2007.09,조국평화통일위원회 서기국 부장
김성혜,2006.06,6.15공동선언실천 북측 위원회 위원
김성혜,2002,조국평화통일위원회 서기국 참사
김성혜,연도미상,조선아시아태평양평화위원회 실장
김성호,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 최고인민회의 외교위원회 위원으로 보선
김세복,2021.01,당 중앙위원회 부장
김세복,2021.01,당 중앙위원회 위원
김수길,2021.01,강원도 당 위원회 책임비서
김수길,2021.01,당 중앙위원회 위원
김수길,2020.01,故 황순희 국가장의위원회 위원
김수길,2019.04,"당 정치국 위원, 국무위원회 위원"
김수길,2019.03,최고인민회의 제14기 대의원
김수길,2018.12,故 김철만 국가장의위원회 위원
김수길,2018.08,故 김영춘 국가장의위원회 위원
김수길,2018.05,당 중앙군사위원회 위원 * 전임: 김정각
김수길,2018.05,"총정치국장, 군 대장"
김수길,2018.04,최고인민회의 상임위원회 위원
김수길,2016.06,평양시 당 위원회 위원장
김수길,2016.05,"당 정치국 후보위원, 당 중앙위원회 위원"
김수길,2016.05,故 강석주 국가장의위원회 위원
김수길,2015.12,故 김양건 국가장의위원회 위원
김수길,2015.11,故 리을설 국가장의위원회 위원
김수길,2014.07,故 전병호 국가장의위원회 위원
김수길,2014.04,평양시 당 위원회 책임비서 * 전임: 문경덕
김수길,2014.03,최고인민회의 제13기 대의원
김수길,2013.10,군 소장(강등)
김수길,2013.10,군 중장
김수길,2013,총정치국 조직부국장 * 전임: 김원홍
김수길,2010.04,군 중장
김수길,1992.04,군 소장
김수열,2009.04,최고인민회의 제 12기 대의원
김수열,2003.09,최고인민회의 제 11기 대의원
김수열,1999.06 ~ 2011.03,나선시 인민위원회 위원장
김수열,1998.09,최고인민회의 제 10기 대의원
김수열,1996.01,정무원 해운부 부부장
김승두,2021.01,당 중앙위원회 위원
김승두,2019.04,교육위원장(유임)
김승두,2019.03,최고인민회의 제14기 대의원
김승두,2016.05,당 중앙위원회 위원
김승두,2014.06,조선-이집트 친선협회 위원장 * 전임: 김용진
김승두,2014.04,교육위원회 위원장 겸 보통교육상
김승두,2014.03,최고인민회의 제13기 대의원
김승두,2012.11,국가체육지도위원회 위원
김승두,2012.09,최고인민회의 제12기 대의원(보선)
김승두,2012.05,조선-쿠바 단결위원회 위원장 * 전임: 김용진
김승두,2012.02,교육위원회 위원장 * 전임: 김용진
김승두,1983,리과대학 교원
김승두,연도미상,리과대학 학장 * 후임: 조세영
김승찬,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 최고인민회의 법제위원회 위원으로 보선
김시학,2010.09,조선노동당 중앙위원회 위원(해임)
김시학,2010.03,김일성고급당학교 교장(해임)*후임 : 차용명
김시학,2009.04,최고인민회의 제 12기 대의원
김시학,2009.04,최고인민회의 대의원자격심사위원회 위원
김시학,2004,김일성고급당학교 교장
김시학,2003.09,최고인민회의 제 11기 대의원
김시학,2003.09,최고인민회의 대의원자격심사위원회 위원
김시학,1998.07,최고인민회의 제 10기 대의원
김시학,1998.04,개성시 당위원회 책임비서
김시학,1996,조선노동당 신소실 부장
김시학,1995.02,오진우 국가장의위원회 위원
김시학,1994.07,김일성 국가장의위원회 위원
김시학,1992.06,조선노동당 조직지도부 부부장
김시학,1990.04,최고인민회의 제 9기 대의원
김시학,1986.11,최고인민회의 제 8기 대의원
김시학,1984.05,조선노동당 중앙위원회 부장
김시학,1983.12,당 행정 및 소조사업부 부장
김시학,1982.04,<김일성 훈장> 수훈
김시학,1982.02,최고인민회의 제 7기 대의원
김시학,1981.10,조선노동당 청소년사업부장
김시학,1980.10,조선노동당 중앙위원회 위원
김시학,1980.10,조선노동당 중앙위원회 부장
김시학,1975.11,기자동맹위원회 중앙위 부위원장
김시학,1975.11,북-토고 친선협회 위원장
김시학,1974,북-아르헨티나 친선협회 위원장
김시학,1972.12,중앙방송위원회 위원장
김시학,1972.12,최고인민회의 제 5기 대의원
김시학,1970.11,사회주의로동청년동맹 위원장
김시학,1970.11,조선노동당 중앙위원회 위원
김시학,1970.11,조선노동당 중앙위원회 부장
김시학,1956.11,작가동맹 외국문학분과 위원
김양건,2015.12,"사망(73세, 교통사고)"
김양건,2015.08,당 정치국 위원
김양건,2014.07,故 전병호 국가장의위원회 위원
김양건,2012.11,국가체육지도위원회 위원
김양건,2012.02,김정일훈장 수훈
김양건,2011.12,故 김정일 국가장의위원회 위원
김양건,2010.09,"당 정치국 후보위원, 당 중앙위원회 위원, 당 중앙위원회 비서"
김양건,2010.01,조선대풍국제투자그룹 이사장
김양건,2009.08,조선아시아태평양평화위원회 위원장
김양건,2009.04,최고인민회의 상임위원회 위원
김양건,2009.03,최고인민회의 제12기 대의원
김양건,2007.03,당 통일전선부장
김양건,2005.07,국방위원회 참사
김양건,2003.08,최고인민회의 제11기 대의원
김양건,2000.04,당 국제부장(유임)
김양건,1998.07,최고인민회의 제10기 대의원
김양건,1997.04,당 국제부장
김양건,1995.10,김일성훈장 수훈
김양건,1991.07,조선-일본 우호친선협회 회장
김양건,1991.02,조선외교협회 부회장
김양건,1990.04,최고인민회의 제9기 대의원
김양건,1986.10,조선외교협회 부회장
김양건,1986.09,당 국제부 부부장
김양건,연도미상,김일성종합대학 불어과 졸업
김양점,2009.04,최고인민회의 제 12기 대의원
김양점,2008.10,박성철 국가장의위원회 위원
김양점,2005.10,연형묵 국가장의위원회 위원
김양점,2003.09,최고인민회의 제 11기 대의원
김양점,2002.04,인민군 상장
김양점,2002.04,인민무력부 부부장
김양점,1998.09,최고인민회의 제 10기 대의원
김양점,1992.04,인민군 중장
김양점,1992.04,인민무력성 총참모부 공병국장
김양점,1991.04,인민군 소장
김양점,1981,인민무력부 공병국 상급참모
김양점,연도미상,공병부대 지휘관
김여정,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 국무위원회 위원으로 보선
김여정,2021.01,당 중앙위원회 위원
김여정,2020.04,당 정치국 후보위원
김여정,2019.12,당 중앙위원회 제1부부장
김여정,2019.03,최고인민회의 제14기 대의원
김여정,2018.02,당 선전선동부 제1부부장
김여정,2017.10,당 정치국 후보위원
김여정,2016.05,당 중앙위원회 위원
김여정,2014.11,당 중앙위원회 부부장
김여정,연도미상,최고인민회의 제13기 대의원 * 보궐선출 추정
김여정,연도미상,김일성종합대학 특설반 졸업
김여정,연도미상,당 선전선동부 부부장
김영남,2019.04,"최고인민회의 상임위원장, 당 정치국 상무위원, 당 중앙위원회 위원 해임"
김영남,2019.03,최고인민회의 제14기 대의원
김영남,2018.08,故 김영춘 국가장의위원회 위원
김영남,2016.05,"당 중앙위원회 위원, 당 정치국 상무위원(유임)"
김영남,2015.12,故 김양건 국가장의위원회 위원
김영남,2015.11,故 리을설 국가장의위원회 위원장
김영남,2014.07,故 전병호 국가장의위원회 위원
김영남,2014.04,최고인민회의 상임위원회 위원장(유임)
김영남,2014.03,최고인민회의 제13기 대의원
김영남,2012.02,김정일훈장 수훈
김영남,2011.12,故 김정일 국가장의위원회 위원
김영남,2010.11,故 조명록 국가장의위원회 위원장
김영남,2010.09,"당 정치국 상무위원·위원, 당 중앙위원회 위원"
김영남,2009.04,최고인민회의 상임위원회 위원장
김영남,2009.04,故 홍성남 국가장의위원회 위원장
김영남,2009.03,최고인민회의 제12기 대의원
김영남,2008.10,故 박성철 국가장의위원회 위원장
김영남,2007.06,故 이인모 국가장의위원회 위원장
김영남,2005.10,故 연형묵 국가장의위원회 위원
김영남,2003.09,최고인민회의 상임위원회 위원장
김영남,2003.08,최고인민회의 제11기 대의원
김영남,1998.09,최고인민회의 상임위원회 위원장
김영남,1998.07,최고인민회의 제10기 대의원
김영남,1998.02,‘노력영웅’ 칭호
김영남,1995.05,故 오진우 국가장의위원회 위원
김영남,1994.07,故 김일성 국가장의위원회 위원
김영남,1990.05,정무원 부총리 겸 외교부장(유임)
김영남,1990.04,최고인민회의 제9기 대의원
김영남,1989.09,조국평화통일위원회 부위원장
김영남,1986.11,최고인민회의 제8기 대의원
김영남,1983.12,정무원 부총리 겸 외교부장
김영남,1982.04,김일성훈장 수훈
김영남,1982.02,최고인민회의 제7기 대의원
김영남,1980.10,"당 중앙위원회 위원, 당 중앙위원회 비서국 비서"
김영남,1978.08,당 정치국 위원
김영남,1977.12,최고인민회의 상설회의 의원
김영남,1977.11,최고인민회의 제6기 대의원
김영남,1975.02,당 중앙위원회 비서국 비서(국제 담당)
김영남,1974.09,중앙인민위원회 대외정책위원회 위원
김영남,1974.06,당 정치국 후보위원
김영남,1972.12,"최고인민회의 제5기 대의원 겸 상설회의 의원, 당 중앙위원회 국제부장"
김영남,1972.04,당 중앙위원회 국제부 제1부부장
김영남,1972.03,대외문화연락위원회 위원장
김영남,1970.11,당 중앙위원회 위원
김영남,1968.11,조선평화옹호전국민족위원회 부위원장
김영남,1963.04,당 중앙위원회 국제부 부부장
김영남,1962.11,외무성 부상
김영남,1960.08,대외문화연락위원회 부위원장
김영남,1960.06,당 중앙위원회 국제부 부부장
김영남,1956,당 중앙위원회 국제부 과장
김영남,1953,모스크바대학(외교학 전공)
김영남,연도미상,김일성종합대학 졸업
김영대,2019.08,최고인민회의 상임위원회 부위원장 소환 * 후임: 박용일
김영대,2019.04,최고인민회의 상임위원회 부위원장(유임)
김영대,2019.03,최고인민회의 제14기 대의원
김영대,2019.01,최고인민회의 제14기 대의원 중앙선거위원회 위원
김영대,2018.12,故 김철만 국가장의위원회 위원
김영대,2018.08,故 김영춘 국가장의위원회 위원
김영대,2016.11,故 류미영 국가장의위원회 위원
김영대,2016.07,조선반도의 평화와 자주통일을 위한 북·남·해외제정당·단체·개별인사들의 연석회의 북측 준비위원회 부위원장
김영대,2016.05,故 강석주 국가장의위원회 위원
김영대,2015.12,故 김양건 국가장의위원회 위원
김영대,2015.11,故 리을설 국가장의위원회 위원
김영대,2014.04,최고인민회의 상임위 부위원장(유임)
김영대,2014.03,최고인민회의 제13기 대의원
김영대,2012.02,김정일훈장 수훈
김영대,2011.12,故 김정일 국가장의위원회 위원
김영대,2010.11,故 조명록 국가장의위원회 위원
김영대,2010.04,故 김중린 국가장의위원회 위원
김영대,2009.04,최고인민회의 상임위원회 부위원장
김영대,2009.03,최고인민회의 제12기 대의원
김영대,2008.10,故 박성철 국가장의위원회 위원
김영대,2006.03,6.15공동선언실천 북측 위원회 명예공동위원장
김영대,2005.10,故 연형묵 국가장의위원회 위원
김영대,2005.06,6.15공동선언실천 북측 준비위원회 명예위원장
김영대,2003.08,최고인민회의 제11기 대의원
김영대,2002.05,민족통일대축전 북측 준비위원장
김영대,1998.08,조선사회민주당 중앙위원회 위원장
김영대,1998.07,최고인민회의 제10기 대의원
김영대,1998.06,민족화해협의회 회장
김영대,1991.07,조선-일본 우호친선협회 부회장
김영대,1991.05,"조선-인도네시아 친선의회 그룹 위원장, 조선-이란 친선의회 그룹 부위원장"
김영대,1991.01,조국통일범민족연합 북측 본부 부의장
김영대,1990.05,"최고인민회의 대의원자격심사위원회 위원, 외교위원회 부위원장"
김영대,1990.04,최고인민회의 제9기 대의원
김영대,1989.09,조선사회민주당 중앙위원회 부위원장
김영대,연도미상,김일성종합대학 3년 수료
김영숙,2011.12,김정일 국가장의위원회 위원
김영숙,1998,농업성 부상
김영숙,1996.04,농업위원회 부위원장
김영숙,1990.04,최고인민회의 제 9기 대의원
김영숙,1990.01,황해북도 농촌경리위원회 위원장
김영숙,1986.11,최고인민회의 제 8기 대의원
김영숙,1985.11,청산협동농장 관리위원장
김영숙,1982.02,최고인민회의 제 7기 대의원
김영숙,1977.11,평양직할시 삼석구역 장수원협동농장 관리위원장
김영일a,2019.03,최고인민회의 제14기 대의원
김영일a,2014.03,최고인민회의 제13기 대의원
김영일a,2012.11,국가체육지도위원회 위원
김영일a,2012.02,김정일 훈장 수훈
김영일a,2012,조선-일본 우호친선협회 고문
김영일a,2011.12,김정일 국가장의위원회 위원
김영일a,2010.11,조명록 국가장의위원회 위원
김영일a,2010.09 ~ 2014.06,조선노동당 정치국 후보위원
김영일a,2010.09,조선노동당 중앙위원회 비서국 비서(해임)
김영일a,2010.09,조선노동당 중앙위원회 위원
김영일a,2010.04,김중린 국가장의위원회 위원
김영일a,2010.01 ~ 2014.06,조선노동당 국제부 부장
김영일a,2009.04,△최고인민회의 법제위원회 위원
김영일a,2008.10,박성철 국가장의위원회 위원
김영일a,2003.08,제1차 6자회담 북측 수석대표
김영일a,2000.01,외무성 부상
김영일a,1997,△주 몰타 대사관 대사 △주 튀니지 대사관 대사 △주 알제리 대사관 대사 (겸임)
김영일a,1996.01,주 리비아 대사관 대사
김영일a,1993.01,외교부 부부장
김영일a,1990.07,최고인민회의 외교분과위원회 고문
김영일a,1990.03,외교부 국장
김영일a,1985,주 알제리 대사관 참사관
김영일a,1975,조선노동당 국제부 근무
김영일b,2010.06,내각 총리(해임) *후임 : 최영림
김영일b,2010.04,김중린 국가장의위원회 위원
김영일b,2009.04,홍성남 국가장의위원회 위원
김영일b,2009.04,최고인민회의 제 12기 대의원
김영일b,2009.04,내각 총리(유임)
김영일b,2007.04,내각 총리 *전임 : 박봉주
김영일b,2007.04,육해운성 상(해임) *후임 : 나동희
김영일b,2003.09,최고인민회의 제 11기 대의원
김영일b,2003.09,육해운성 상(유임)
김영일b,2002.04,&lt;김일성 훈장&gt; 수훈
김영일b,1998.09,최고인민회의 제 10기 대의원
김영일b,1994.11,육해운성 상
김영일b,1994.03,정무원 해운부 부장
김영일b,1979 ~ 1993,정무원 해운부 청년건설여단 참모장
김영일b,1973 ~ 1975,육해운부 지도원
김영일b,1973 ~ 1975,부총국장
김영일b,1970 ~ 1972,3대혁명소조원
김영일b,1970 ~ 1972,△해운대 △항해기사
김영일b,1961 ~ 1970,군복무
김영재,2021.01,대외경제상 해임 *후임 : 윤정호
김영재,2019.04,당 중앙위원회 위원
김영재,2019.04,대외경제상(유임)
김영재,2019.03,최고인민회의 제14기 대의원
김영재,2017.10,당 중앙위원회 후보위원(유임)
김영재,2016.09,대외경제상
김영재,2015.04,대외경제성 부상
김영재,2014.08,러시아 주재 대사 해임 * 후임: 김형준
김영재,2014.03,최고인민회의 제13기 대의원
김영재,2011.12,故 김정일 국가장의위원회 위원
김영재,2010.09,당 중앙위원회 후보위원
김영재,2009.03,최고인민회의 제12기 대의원
김영재,2008.08,아르메니아 주재 대사(겸임)
김영재,2008.06,투르크메니스탄 대사(겸임)
김영재,2007.12,벨로루시 주재 대사(겸임)
김영재,2007.05,몰도바 주재 대사(겸임)
김영재,2006.09,러시아 주재 대사 * 전임: 박의춘
김영재,2006.09,카자흐스탄 주재 대사(겸임)
김영재,2003.08,최고인민회의 제11기 대의원
김영재,2002,조선국제무역촉진위원회 위원장
김영재,2001.05,무역성 부상
김영재,연도미상,김일성종합대학 외문학부 영어과 졸업
김영재,연도미상,조선-시리아 친선협회 위원장 * 전임: 리룡남
김영주,2014.04 ~ 2019.04,최고인민회의 상임위원회 명예부위원장(유임) * 헌법 개정으로 명예부위원장 폐지
김영주,2014.03,최고인민회의 제13기 대의원
김영주,2012.02,김정일훈장 수훈
김영주,2010.09,당 정치국 위원·당 중앙위원회 위원 해임
김영주,2009.04,최고인민회의 상임위원회 명예부위원장
김영주,2009.03,최고인민회의 제12기 대의원
김영주,2008.10,故 박성철 국가장의위원회 위원
김영주,2003.09,최고인민회의 상임위원회 명예부위원장
김영주,2003.08,최고인민회의 제11기 대의원
김영주,1998.07,최고인민회의 제10기 대의원 겸 최고인민회의 상임위원회 명예부위원장
김영주,1995.02,故 오진우 국가장의위원회 위원
김영주,1994.07,故 김일성 국가장의위원회 위원
김영주,1993.12,"국가 부주석, 중앙인민위원회 위원"
김영주,1993.12,"당 정치국 위원, 당 중앙위원회 위원, 최고인민회의 제9기 대의원(보선)"
김영주,1974.02,정무원 부총리
김영주,1973.09,조직지도부장 해임 * 후임: 김정일
김영주,1972.12,"최고인민회의 제5기 대의원, 중앙인민위원회 위원"
김영주,1972.07,남북조절위원회 공동위원회 위원장
김영주,1970.11,"당 중앙위원회 위원, 정치국 위원 겸 비서국 비서"
김영주,1969.12,당 중앙위원회 정치위원회 위원 겸 비서국 비서
김영주,1967.11,최고인민회의 제4기 대의원 겸 상임위원회 위원
김영주,1966.10,당 중앙위원회 정치위 후보위원 겸 비서국 비서
김영주,1962.10,최고인민회의 제3기 대의원
김영주,1961.09,당 중앙위원회 위원(당 제4차 대회)
김영주,1960.09,당 중앙위원회 조직지도부장
김영주,1957,"당 중앙위원회 조직지도부 과장, 부부장"
김영주,1954,당 중앙위원회 조직지도부 지도원
김영주,1952,모스크바고급당학교 연구반
김영주,1945,모스크바종합대학(정경학부)
김영주,1941,소련 입국
김영주,연도미상,빨치산 활동
김영철a,2021.01,당 정치국 위원
김영철a,2021.01,당 중앙위원회 위원
김영철a,2021.01,당 통일전선부 부장
김영철a,2020.01,故 황순희 국가장의위원회 위원
김영철a,2019.04,당 통일전선부장 해임
김영철a,2019.04,최고인민회의 상임위원회 위원(유임)
김영철a,2019.04,국무위원회 위원(유임)
김영철a,2019.03,최고인민회의 제14기 대의원
김영철a,2018.12,故 김철만 국가장의위원회 위원
김영철a,2018.08,故 김영춘 국가장의위원회 위원
김영철a,2018.02,평창동계올림픽 폐막식 북측 고위급 대표단 단장
김영철a,2016.11,故 류미영 국가장의위원회 위원
김영철a,2016.07,조선반도의 평화와 자주통일을 위한 북·남·해외제정당·단체·개별인사들의 연석회의 북측 준비위원회 위원장
김영철a,2016.06,최고인민회의 상임위원회 위원
김영철a,2016.06,국무위원회 위원
김영철a,2016.05,"당 정치국 위원, 당 중앙위원회 부위원장, 당 중앙군사위원회 위원(유임), 당 통일전선부장, 당 중앙위원회 위원(유임)"
김영철a,2015.12,故 김양건 국가장의위원회 위원
김영철a,2015.11,故 리을설 국가장의위원회 위원
김영철a,2014.07,故 전병호 국가장의위원회 위원
김영철a,2014.03,최고인민회의 제13기 대의원
김영철a,2013.02,군 대장
김영철a,2012.11,군 중장
김영철a,2012.02,"군 대장, 김정일훈장 수훈"
김영철a,2011.12,故 김정일 국가장의위원회 위원
김영철a,2010.09,"당 중앙군사위원회 위원, 당 중앙위원회 위원"
김영철a,2010.02,군 상장
김영철a,2009.03,최고인민회의 제12기 대의원
김영철a,2009,군 총참모부 정찰총국장
김영철a,2007.11,제2차 남북국방장관회담 북측 대표
김영철a,2006.03,"군 중장, 남북장성급 군사회담 북측 대표(3~7차)"
김영철a,2000.04,남북정상회담 의전경호 실무자접촉 수석대표
김영철a,1998.07,최고인민회의 제10기 대의원
김영철a,1992.05,남북군사공동위원회 위원
