423;김경희;연도미상김일성종합대학, 모스크바대학;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
423;김경희;연도미상김일성종합대학, 모스크바대학;NULL;모스크바대학교;대학교;러시아;year_모스크바대학교_대학교_러시아
424;박명철;연도미상 평양체육대학교;NULL;평양체육대학교;대학교;북한;year_평양체육대학교_대학교_북한
426;권희경;연도미상 김일성종합대학;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
427;김격식;연도미상강건군관학교 졸업;NULL;강건군관학교;특수학교;북한;year_강건군관학교_특수학교_북한
430;강능수;연도미상김일성종합대학 조선어문학부 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
432;김영춘;연도미상 김일성군사종합대학, 만경대혁명학원, 소련 푸룬제아카데미 졸업;NULL;김일성군사종합대학교;대학교;북한;year_김일성군사종합대학교_대학교_북한
432;김영춘;연도미상 김일성군사종합대학, 만경대혁명학원, 소련 푸룬제아카데미 졸업;NULL;만경대혁명학원;특수학교;북한;year_만경대혁명학원_특수학교_북한
432;김영춘;연도미상 김일성군사종합대학, 만경대혁명학원, 소련 푸룬제아카데미 졸업;NULL;푸룬제아카데미;특수학교;러시아;year_푸룬제아카데미_특수학교_러시아
434;박의춘;연도미상 국제관계대학 졸업;NULL;국제관계대학교;대학교;북한;year_국제관계대학교_대학교_북한
436;김중린;1947. 중앙당학교;1947;중앙당학교;특수학교;북한;1947_중앙당학교_특수학교_북한
436;김중린;1953. 소련고급당학교;1953;소련고급당학교;특수학교;러시아;1953_소련고급당학교_특수학교_러시아
440;전병호;연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
440;전병호;연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업;NULL;만경대혁명학원;특수학교;북한;year_만경대혁명학원_특수학교_북한
440;전병호;연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업;NULL;모스크바대학교;대학교;러시아;year_모스크바대학교_대학교_러시아
441;김영일;연도미상  함경북도 나진해운대학 졸업;NULL;나진해운대학교;대학교;북한;year_나진해운대학교_대학교_북한
449;김영재;연도미상 김일성종합대학 외문학부 영어과 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
450;김병팔;연도미상 만경대혁명학원, 소련 도네프로페드롭스크 야금대학;NULL;만경대혁명학원;특수학교;북한;year_만경대혁명학원_특수학교_북한
450;김병팔;연도미상 만경대혁명학원, 소련 도네프로페드롭스크 야금대학;NULL;야금대학교;대학교;북한;year_야금대학교_대학교_북한
451;홍선옥;연도미상 김일성종합대학, 국제관계대학 졸업;NULL;군제관계대학교;대학교;북한;year_군제관계대학교_대학교_북한
451;홍선옥;연도미상 김일성종합대학, 국제관계대학 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
452;박재경;연도미상 김일성정치군사대학 졸업;NULL;김일성정치군사대학교;대학교;북한;year_김일성정치군사대학교_대학교_북한
453;김명국;연도미상김일성군사종합대학, 소련 프룬제군사대학 졸업;NULL;김일성군사종합대학교;대학교;북한;year_김일성군사종합대학교_대학교_북한
453;김명국;연도미상김일성군사종합대학, 소련 프룬제군사대학 졸업;NULL;프룬제군사대학교;대학교;러시아;year_프룬제군사대학교_대학교_러시아
454;김양건;연도미상 김일성종합대학 불어과 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
456;태종수;연도민상 만경대혁명학원 졸업;NULL;만경대혁명학원;특수학교;북한;year_만경대혁명학원_특수학교_북한
458;변영립;연도미상 김일성종합대학 졸업;NULL;김일성종합대학교;대학교;북한;year_김일성종합대학교_대학교_북한
