707;우두태;NULL;문평제련소 지배인, 최고인민회의 제12기 대의원 겸 대의원자격심사위원회 위원
708;리경식;NULL;농업상
709;이공필;NULL;前 양강도 인민위원회 위원장
710;리근;NULL;외무성 미국국 국장
711;이금범;NULL;前 체신상
712;리길송;NULL;최고인민회의 제12기 대의원, 前 중앙검찰소 소장
713;리동호;NULL;체육성 부상
714;리명산;NULL;무역성 부상, 조선국제무역촉진위원회 위원장
715;리봉죽;NULL;인민군 상장, 당 중앙위 위원, 최고인민회의 제12기 대의원
716;리상관;NULL;함경북도 인민위원회 위원장, 최고인민회의 제12기 대의원
717;리수용;NULL;당 중앙위 후보위원, 최고인민회의 제12기 대의원 前 합영투자 위원장
741;조정호;NULL;나선시 인민위원회 위원장
781;강종관;NULL;육해운상
782;강지영;NULL;해외동포사업국장, 조국평화통일위원회 서기국 국장, 615공동선언실천 북측준비위원회 위원, 조선종교인협의회 상무위원
783;권혁봉;NULL;당 선전선동부 부부장, 당 중앙위 후보위원, 최고인민회의 제12기 대의원, 조선예술교류협회 고문
784;김덕훈;NULL;자강도 인민위원회 위원장
785;김만수;NULL;전력공업상
786;김성기;NULL;외무성 부상
787;김성남;NULL;당 국제부 부부장
788;김승두;NULL;교육위원회 위원장
789;김인식;NULL;내각 부총리, 수도건설위원장
790;리길춘;NULL;남포시 인민위원회 위원장
791;리룡하;NULL;당 중앙위 제1부부장
792;리성호;NULL;상업상, 최고인민회의 제12기 대의원
793;리승호;2356;최고인민회의 제12기 대의원
794;리종국;NULL;기계공업상, 최고인민회의 제12기 대의원
795;리철만;NULL;내각 부총리 겸 농업상, 최고인민회의 제12기 대의원
796;리태철;NULL;인민보안부 제1부부장, 당 중앙위 후보위원, 인민군 상장
797;림남수;2356;최고인민회의 제12기 대의원
798;변인선;NULL;인민무력부 부부장, 당 중앙위 위원, 최고인민회의 제12기 대의원
799;심철호;NULL;체신상, 당 중앙검사위원회 위원,
800;원도희;NULL;강원도 인민위원회 위원장
801;전경남;NULL;최고인민회의 제12기 대의원 겸 법제위원, 인민경제대학 총장
802;전용남;NULL;김일성사회주의청년동맹 1비서
803;전창복;NULL;당 중앙위 위원, 인민무력부 제1부부장
804;조연준;NULL;당 조직지도부 제1부부장, 당 정치국 후보위원
805;최광래;NULL;국가품질감독위원회 위원장
806;최광진;NULL;재정상
807;강관주;NULL;내각 225국 국장, 당 중앙위 후보위원, #조평통# 부위원장
