LeaderID,EducationDateString_2022,EducationSchoolString_2022,EducationMajorString_2022,EducationGraduationStatus_2022,MOUID_2015,Name_2015,EducationString_2015,SchoolYear_2015,SchoolName_2015,SchoolLevel_2015,SchoolRegion_2015,SchoolStringConcat_2015
양형섭,연도미상,김일성종합대학,,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,칭다오중학교,고등중학교,중국,year_칭다오중학교_고등중학교_중국
양형섭,연도미상,중국 칭다오중학교,,미상,242,양형섭,1950. 소련모스크바대학 정치경제학부,1950,모스크바대학교,대학교,러시아,1950_모스크바대학교_대학교_러시아
양형섭,연도미상,중국 칭다오중학교,,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
양형섭,연도미상,중국 칭다오중학교,,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,칭다오중학교,고등중학교,중국,year_칭다오중학교_고등중학교_중국
여원구,연도미상,모스크바대학교,,미상,,1948_name_특수학교_,,,,,,
연형묵,1953 ~ 1959,체코프라하공대,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
연형묵,1953 ~ 1959,체코프라하공대,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
연형묵,연도미상,김일성종합대학,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
연형묵,연도미상,김일성종합대학,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
연형묵,연도미상,만경대혁명학원,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
연형묵,연도미상,만경대혁명학원,,미상,492,연형묵,"연도미상 만경대혁명학원, 김일성종합대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오극렬,연도미상,소련 프룬제군사대학 유학,,미상,159,오극렬,1962. 소련 프룬제군사대학 유학,1962,프룬제군사대학교,대학교,러시아,1962_프룬제군사대학교_대학교_러시아
오극렬,연도미상,소련 프룬제군사대학 유학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
오극렬,연도미상,소련 프룬제군사대학 유학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오극렬,연도미상,김일성종합대학,,미상,159,오극렬,1962. 소련 프룬제군사대학 유학,1962,프룬제군사대학교,대학교,러시아,1962_프룬제군사대학교_대학교_러시아
오극렬,연도미상,김일성종합대학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
오극렬,연도미상,김일성종합대학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오극렬,연도미상,만경대혁명학원,,미상,159,오극렬,1962. 소련 프룬제군사대학 유학,1962,프룬제군사대학교,대학교,러시아,1962_프룬제군사대학교_대학교_러시아
오극렬,연도미상,만경대혁명학원,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
오극렬,연도미상,만경대혁명학원,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오극렬,연도미상,공군대학,,미상,159,오극렬,1962. 소련 프룬제군사대학 유학,1962,프룬제군사대학교,대학교,러시아,1962_프룬제군사대학교_대학교_러시아
오극렬,연도미상,공군대학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
오극렬,연도미상,공군대학,,미상,159,오극렬,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오금철,연도미상,소련공군아카데미,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,김책공군대학교,대학교,북한,year_김책공군대학교_대학교_북한
오금철,연도미상,소련공군아카데미,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오금철,연도미상,소련공군아카데미,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,소련공군아카데미,대학교,러시아,year_소련공군아카데미_대학교_러시아
오금철,연도미상,김책공업종합대학,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,김책공군대학교,대학교,북한,year_김책공군대학교_대학교_북한
오금철,연도미상,김책공업종합대학,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오금철,연도미상,김책공업종합대학,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,소련공군아카데미,대학교,러시아,year_소련공군아카데미_대학교_러시아
오금철,연도미상,만경대혁명학원,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,김책공군대학교,대학교,북한,year_김책공군대학교_대학교_북한
오금철,연도미상,만경대혁명학원,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
오금철,연도미상,만경대혁명학원,,미상,419,오금철,"연도미상 만경대혁명학원, 김책공군대학, 소련공군아카데미 졸업",,소련공군아카데미,대학교,러시아,year_소련공군아카데미_대학교_러시아
오수용,연도미상,김책공업종합대학,,미상,119,오수용,연도미상 김책공업종합대학 졸업,,김책공업종합대학,대학교,북한,year_김책공업종합대학_대학교_북한
오진우,연도미상,육군대학,,미상,221,오진우,"1945이전 빨치산 활동 연도미상 소련 보병학교, 육군대학",1945,소련보병학교,특수학교,러시아,1945_소련보병학교_특수학교_러시아
오진우,연도미상,소련 보병학교,,미상,221,오진우,"1945이전 빨치산 활동 연도미상 소련 보병학교, 육군대학",1945,소련보병학교,특수학교,러시아,1945_소련보병학교_특수학교_러시아
우동측,연도미상,김일성종합대학,,미상,462,우동측,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
원동연,연도미상,김일성종합대학,정치경제학,미상,463,원동연,연도미상 김일성종합대 정치경제학과 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
윤기정,연도미상,김일성종합대학,,미상,103,윤기정,"연도미상 경기여고, 김일성종합대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
윤기정,연도미상,경기여고,,미상,103,윤기정,"연도미상 경기여고, 김일성종합대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
자성남,연도미상,국제관계대학,,미상,609,자성남,연도미상  국제관계대학 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
장성우,연도미상,김일성군사종합대학교,,미상,172,장성우,"연도미상 만경대혁명대학원, 김일성군사종합대학",,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
장성우,연도미상,김일성군사종합대학교,,미상,172,장성우,"연도미상 만경대혁명대학원, 김일성군사종합대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
장성우,연도미상,만경대혁명학원,,미상,172,장성우,"연도미상 만경대혁명대학원, 김일성군사종합대학",,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
장성우,연도미상,만경대혁명학원,,미상,172,장성우,"연도미상 만경대혁명대학원, 김일성군사종합대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
장성택,연도미상,김일성종합대학,,미상,102,장성택,1969. 모스크바 유학,1969,,,러시아,1969_name_level_러시아
장성택,연도미상,김일성종합대학,,미상,102,장성택,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
장성택,1969,모스크바유학,,미상,102,장성택,1969. 모스크바 유학,1969,,,러시아,1969_name_level_러시아
장성택,1969,모스크바유학,,미상,102,장성택,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
장웅,연도미상,평양외국어대학,,미상,611,장웅,2008. 7 사회정치학 박사학위 취득,2008,,학사 이상,북한,2008_name_학사 이상_북한
장웅,연도미상,평양외국어대학,,미상,611,장웅,연도미상 평양외국어대학 졸업,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
장윤곤,연도미상,김일성종합대학,,졸업,612,장윤곤,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
장재언,연도미상,김책공업종합대학,,미상,400,장재언,연도미상 김책공업대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
장혜명,연도미상,김일성종합대학,조선문학부,미상,613,장혜명,1986. 김일성종합대학 조선문학부 졸업,1986,김일성종합대학교,대학교,북한,1986_김일성종합대학교_대학교_북한
전병호,연도미상,모스크바대학교,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
전병호,연도미상,모스크바대학교,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
전병호,연도미상,모스크바대학교,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
전병호,연도미상,김일성종합대학,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
전병호,연도미상,김일성종합대학,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
전병호,연도미상,김일성종합대학,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
전병호,연도미상,만경대혁명학원,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
전병호,연도미상,만경대혁명학원,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
전병호,연도미상,만경대혁명학원,,미상,440,전병호,"연도미상 만경대혁명학원, 김일성종합대, 모스크바대 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
전승훈,연도미상,김책공업종합대학,,미상,614,전승훈,연대미상 김책공업대학 졸업,,김책공업대학교,대학교,북한,year_김책공업대학교_대학교_북한
전영진,연도미상,국제관계대학,,미상,615,전영진,연도미상 국제관계대학 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
전하철,연도미상,김일성종합대학,,미상,339,전하철,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
전희정,연도미상,평양외국어대학,,미상,202,전희정,연도미상 평양외국어대학 졸업,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
정명학,연도미상,만경대혁명학원,,미상,619,정명학,연도미상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
정태양,연도미상,김일성종합대학,,미상,621,정태양,연도미상  김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
조명록,1950 ~ 1952,러시아 공군대학,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",1945,비행학교,대학교,북한,1945_비행학교_대학교_북한
조명록,1950 ~ 1952,러시아 공군대학,,미상,406,조명록,"1950.～52. 러시아 공군대학 유학, 귀국",1950,공군대학교,대학교,러시아,1950_공군대학교_대학교_러시아
조명록,1950 ~ 1952,러시아 공군대학,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
조명록,1950 ~ 1952,러시아 공군대학,,미상,406,조명록,연도미상 중앙당학교,,중앙당학교,대학교,북한,year_중앙당학교_대학교_북한
조명록,1945,만주 비행학교,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",1945,비행학교,대학교,북한,1945_비행학교_대학교_북한
조명록,1945,만주 비행학교,,미상,406,조명록,"1950.～52. 러시아 공군대학 유학, 귀국",1950,공군대학교,대학교,러시아,1950_공군대학교_대학교_러시아
조명록,1945,만주 비행학교,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
조명록,1945,만주 비행학교,,미상,406,조명록,연도미상 중앙당학교,,중앙당학교,대학교,북한,year_중앙당학교_대학교_북한
조명록,1945,만경대혁명학원,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",1945,비행학교,대학교,북한,1945_비행학교_대학교_북한
조명록,1945,만경대혁명학원,,미상,406,조명록,"1950.～52. 러시아 공군대학 유학, 귀국",1950,공군대학교,대학교,러시아,1950_공군대학교_대학교_러시아
조명록,1945,만경대혁명학원,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
조명록,1945,만경대혁명학원,,미상,406,조명록,연도미상 중앙당학교,,중앙당학교,대학교,북한,year_중앙당학교_대학교_북한
조명록,연도미상,중앙당학교,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",1945,비행학교,대학교,북한,1945_비행학교_대학교_북한
조명록,연도미상,중앙당학교,,미상,406,조명록,"1950.～52. 러시아 공군대학 유학, 귀국",1950,공군대학교,대학교,러시아,1950_공군대학교_대학교_러시아
조명록,연도미상,중앙당학교,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
조명록,연도미상,중앙당학교,,미상,406,조명록,연도미상 중앙당학교,,중앙당학교,대학교,북한,year_중앙당학교_대학교_북한
조명록,연도미상,모스크바 군사대학,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",1945,비행학교,대학교,북한,1945_비행학교_대학교_북한
조명록,연도미상,모스크바 군사대학,,미상,406,조명록,"1950.～52. 러시아 공군대학 유학, 귀국",1950,공군대학교,대학교,러시아,1950_공군대학교_대학교_러시아
조명록,연도미상,모스크바 군사대학,,미상,406,조명록,"1945이전 만주 비행학교, 만경대혁명학원",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
조명록,연도미상,모스크바 군사대학,,미상,406,조명록,연도미상 중앙당학교,,중앙당학교,대학교,북한,year_중앙당학교_대학교_북한
조병주,연도미상,용성기계대학,,미상,385,조병주,연도미상 용성기계대학 졸업,,용성기계대학교,대학교,북한,year_용성기계대학교_대학교_북한
조현주,연도미상,김일성종합대학,경제학부,미상,624,조현주,연도미상 김일성종합대학 경제학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
주규창,연도미상,김책공업종합대학,,미상,106,주규창,연도미상 김책공업대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
주동찬,연도미상,평양건설건재대학,,미상,627,주동찬,연대미상 평양건설건재대학 졸업,,평양건설건재대학교,대학교,북한,year_평양건설건재대학교_대학교_북한
주상성,연도미상,김일성군사대학,,미상,387,주상성,연도미상 김일성군사대학,,김일성군사대학교,대학교,북한,year_김일성군사대학교_대학교_북한
주영길,연도미상,만경대혁명학원,,미상,,1948_name_특수학교_,,,,,,
지재룡,연도미상,김일성종합대학,외국어문학부,미상,561,지재룡,연도미상 김일성종합대학 외국어문학부,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
차승수,연도미상,김일성종합대학,,졸업,630,차승수,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
채희정,연도미상,모스크바대학교,,미상,310,채희정,"연도미상 김일성종합대학, 모스크바대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
채희정,연도미상,모스크바대학교,,미상,310,채희정,"연도미상 김일성종합대학, 모스크바대학",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
채희정,연도미상,김일성종합대학,,미상,310,채희정,"연도미상 김일성종합대학, 모스크바대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
채희정,연도미상,김일성종합대학,,미상,310,채희정,"연도미상 김일성종합대학, 모스크바대학",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
최룡해,연도미상,김일성종합대학,정치경제학,미상,399,최룡해,"연도미상 만경대혁명학원, 김일성종합대학 정치경제학부 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최룡해,연도미상,김일성종합대학,정치경제학,미상,399,최룡해,"연도미상 만경대혁명학원, 김일성종합대학 정치경제학부 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최룡해,연도미상,만경대혁명학원,,미상,399,최룡해,"연도미상 만경대혁명학원, 김일성종합대학 정치경제학부 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최룡해,연도미상,만경대혁명학원,,미상,399,최룡해,"연도미상 만경대혁명학원, 김일성종합대학 정치경제학부 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최부일,연도미상,김일성군사종합대학,,미상,,,,,,,,
최성익,연도미상,김일성종합대학,,미상,179,최성익,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최수헌,연도미상,국제관계대학,,미상,633,최수헌,연도미상 국제관계대학,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
최영림,연도미상,김일성종합대학,,미상,398,최영림,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최영림,연도미상,김일성종합대학,,미상,398,최영림,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최영림,연도미상,만경대혁명학원,,미상,398,최영림,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최영림,연도미상,만경대혁명학원,,미상,398,최영림,"연도미상 만경대혁명학원, 김일성종합대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최익규,연도미상,김형직사범대학,러시아어문학,미상,374,최익규,연도미상 김형직사범대학 러시아어문학 졸업,,김형직사범대학교,대학교,북한,year_김형직사범대학교_대학교_북한
최종건,연도미상,구소련 공산대학,,미상,147,최종건,연도미상 구소련공산대학,,구소련공산대학교,대학교,러시아,year_구소련공산대학교_대학교_러시아
최진수,연도미상,국제관계대학,불어과,졸업,366,최진수,연도미상 국제관계대학 불어과 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
최창식,연도미상,평양의과대학,임상약리학,미상,403,최창식,연도미상 평양의과대학 임상약리학과 졸업,,평양의과대학교,대학교,북한,year_평양의과대학교_대학교_북한
최칠남,연도미상,김일성종합대학,,졸업,636,최칠남,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최태복,연도미상,라이프치히공대,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최태복,연도미상,라이프치히공대,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,라이프치히공대,대학교,독일,year_라이프치히공대_대학교_독일
최태복,연도미상,라이프치히공대,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최태복,연도미상,김일성종합대학,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최태복,연도미상,김일성종합대학,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,라이프치히공대,대학교,독일,year_라이프치히공대_대학교_독일
최태복,연도미상,김일성종합대학,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최태복,연도미상,만경대혁명학원,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최태복,연도미상,만경대혁명학원,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,라이프치히공대,대학교,독일,year_라이프치히공대_대학교_독일
최태복,연도미상,만경대혁명학원,,미상,307,최태복,"연도미상 만경대혁명학원, 김일성종합대, 라이프치히공대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
최휘,연도미상,만경대 혁명학원,,미상,,1948_name_특수학교_,,,,,,
최휘,연도미상,김일성종합대학교,철학부,미상,,1948_name_특수학교_,,,,,,
최희정,연도미상,김책공업종합대학,금속가공공학,미상,308,최희정,연대미상 김책공업종합대학 금속가공공학과 졸업,,김책공업종합대학교,대학교,북한,year_김책공업종합대학교_대학교_북한
태종수,연도미상,만경대혁명학원,,졸업,456,태종수,연도민상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
태형철,연도미상,김일성종합대학,,졸업,481,태형철,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
한광복,연도미상,김책공업종합대학,,미상,249,한광복,연도미상 김책공업대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
한광상,연도미상,김일성고급당학교,,미상,515,한광상,연도미상 김일성고급당학교 졸업,,김일성고급당학교,특수학교,북한,year_김일성고급당학교_특수학교_북한
한동근,연도미상,레닌 군사정치 아카데미,,미상,401,한동근,"연도미상 레닌 군사정치아카데미, 만경대혁명학원 졸업",,군사정치아카데미,대학교,북한,year_군사정치아카데미_대학교_북한
한동근,연도미상,레닌 군사정치 아카데미,,미상,401,한동근,"연도미상 레닌 군사정치아카데미, 만경대혁명학원 졸업",,만경대혁명학원,대학교,북한,year_만경대혁명학원_대학교_북한
한성렬,연도미상,김일성종합대학,정치경제학,졸업,638,한성렬,연도미상 김일성종합대학 정치경제학과 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
한성룡,연도미상,체코프라하공대,,미상,235,한성룡,"연도미상 만경대혁명학원, 체코 프라하 공대",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
한성룡,연도미상,체코프라하공대,,미상,235,한성룡,"연도미상 만경대혁명학원, 체코 프라하 공대",,프라하공대,대학교,체코,year_프라하공대_대학교_체코
한성룡,연도미상,만경대혁명학원,,미상,235,한성룡,"연도미상 만경대혁명학원, 체코 프라하 공대",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
한성룡,연도미상,만경대혁명학원,,미상,235,한성룡,"연도미상 만경대혁명학원, 체코 프라하 공대",,프라하공대,대학교,체코,year_프라하공대_대학교_체코
허종,연도미상,김일성종합대학,,미상,639,허종,연도미상 평양외국어대학 졸업,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
허종,연도미상,평양외국어대학,,미상,639,허종,연도미상 평양외국어대학 졸업,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
현철해,1947.06 ~ 1950.06,루마니아공학대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",1947,만경대혁명학원,특수학교,북한,1947_만경대혁명학원_특수학교_북한
현철해,1947.06 ~ 1950.06,루마니아공학대학,,미상,422,현철해,연도미상 루마니아 유학,,,,루마니아,year_name_level_루마니아
현철해,1947.06 ~ 1950.06,루마니아공학대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
현철해,1947.06 ~ 1950.06,루마니아공학대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,루마니아공학대학교,대학교,루마니아,year_루마니아공학대학교_대학교_루마니아
현철해,1947.01 ~ 1950.06,김일성종합대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",1947,만경대혁명학원,특수학교,북한,1947_만경대혁명학원_특수학교_북한
현철해,1947.01 ~ 1950.06,김일성종합대학,,미상,422,현철해,연도미상 루마니아 유학,,,,루마니아,year_name_level_루마니아
현철해,1947.01 ~ 1950.06,김일성종합대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
현철해,1947.01 ~ 1950.06,김일성종합대학,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,루마니아공학대학교,대학교,루마니아,year_루마니아공학대학교_대학교_루마니아
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",1947,만경대혁명학원,특수학교,북한,1947_만경대혁명학원_특수학교_북한
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,연도미상 루마니아 유학,,,,루마니아,year_name_level_루마니아
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,루마니아공학대학교,대학교,루마니아,year_루마니아공학대학교_대학교_루마니아
홍서헌,연도미상,김책공업종합대학,,미상,,,,,,,,
홍석형,1948,모스크바대학교,경제학과,미상,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",1948,만경대혁명학원,대학교,북한,1948_만경대혁명학원_대학교_북한
홍석형,1948,모스크바대학교,경제학과,미상,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
홍석형,1948,만경대혁명학원,,졸업,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",1948,만경대혁명학원,대학교,북한,1948_만경대혁명학원_대학교_북한
