LeaderID,EducationDateString_2022,EducationSchoolString_2022,EducationMajorString_2022,EducationGraduationStatus_2022,MOUID_2015,Name_2015,EducationString_2015,SchoolYear_2015,SchoolName_2015,SchoolLevel_2015,SchoolRegion_2015,SchoolStringConcat_2015
김일철a,연도미상 ~ 1959,해군대학,,미상,262,김일철,1962. 소련 해군대학 유학,1962,해군대학교,대학교,러시아,1962_해군대학교_대학교_러시아
김일철a,연도미상 ~ 1959,해군대학,,미상,262,김일철,연도미상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
김일철a,연도미상,만경대혁명학원,,미상,262,김일철,1948. 훈련소 졸업후 원산기지 해군함정 부중대장 임관,1948,,특수학교,,
김일철a,연도미상,만경대혁명학원,,미상,262,김일철,1958. 해군대학 졸업,1958,해군대학교,대학교,러시아,1958_해군대학교_대학교_러시아
김일철a,연도미상,만경대혁명학원,,미상,262,김일철,1962. 소련 해군대학 유학,1962,해군대학교,대학교,러시아,1962_해군대학교_대학교_러시아
김일철a,연도미상,만경대혁명학원,,미상,262,김일철,연도미상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
김정각,연도미상,김일성군사종합대학교,,미상,369,김정각,연도미상 김일성군사종합대학 졸업,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
김정기,연도미상,김일성종합대학,,미상,672,김정기,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
김정일,1960.09 ~ 1964.03,김일성종합대학,정치경제학,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1960.09 ~ 1964.03,김일성종합대학,정치경제학,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1960.09 ~ 1964.03,김일성종합대학,정치경제학,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1960.09 ~ 1964.03,김일성종합대학,정치경제학,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1960.09 ~ 1964.03,김일성종합대학,정치경제학,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1957 ~ 1960.07,남산고급중학교(민청 부위원장),,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1957 ~ 1960.07,남산고급중학교(민청 부위원장),,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1957 ~ 1960.07,남산고급중학교(민청 부위원장),,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1957 ~ 1960.07,남산고급중학교(민청 부위원장),,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1957 ~ 1960.07,남산고급중학교(민청 부위원장),,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1954 ~ 1957,평양제1중학교(소년단 위원장),,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1954 ~ 1957,평양제1중학교(소년단 위원장),,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1954 ~ 1957,평양제1중학교(소년단 위원장),,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1954 ~ 1957,평양제1중학교(소년단 위원장),,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1954 ~ 1957,평양제1중학교(소년단 위원장),,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1953 ~ 1954,삼석인민학교,,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1953 ~ 1954,삼석인민학교,,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1953 ~ 1954,삼석인민학교,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1953 ~ 1954,삼석인민학교,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1953 ~ 1954,삼석인민학교,,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1952.11 ~ 1953,만경대혁명학원,,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1952.11 ~ 1953,만경대혁명학원,,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1952.11 ~ 1953,만경대혁명학원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1952.11 ~ 1953,만경대혁명학원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1952.11 ~ 1953,만경대혁명학원,,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1950 ~ 1952,중국 길림학원,,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1950 ~ 1952,중국 길림학원,,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1950 ~ 1952,중국 길림학원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1950 ~ 1952,중국 길림학원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1950 ~ 1952,중국 길림학원,,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김정일,1948 ~ 1950,남산유치원,,미상,231,김정일,1950.~52. 중국 길림학원(6.25 당시 자강도 장자산 피신 주장),1950,길림학원,특수학교,중국,1950_길림학원_특수학교_중국
김정일,1948 ~ 1950,남산유치원,,미상,231,김정일,1952.11~53. 만경대혁명학원,1952,만경대혁명학원,특수학교,북한,1952_만경대혁명학원_특수학교_북한
김정일,1948 ~ 1950,남산유치원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,삼석인민학교,인민학교,북한,1953_삼석인민학교_인민학교_북한
김정일,1948 ~ 1950,남산유치원,,미상,231,김정일,"1953.～54. 삼석인민학교, 평양제4인민학교",1953,평양제4인민학교,인민학교,북한,1953_평양제4인민학교_인민학교_북한
김정일,1948 ~ 1950,남산유치원,,미상,231,김정일,1960.9～64.3 김일성종합대학 정치경제학과,1960,김일성종합대학교,대학교,북한,1960_김일성종합대학교_대학교_북한
김중린,연도미상,구소련 고급당학교,,미상,436,김중린,1947. 중앙당학교,1947,중앙당학교,특수학교,북한,1947_중앙당학교_특수학교_북한
김중린,연도미상,구소련 고급당학교,,미상,436,김중린,1953. 소련고급당학교,1953,소련고급당학교,특수학교,러시아,1953_소련고급당학교_특수학교_러시아
김중린,1947,중앙당학교,,미상,436,김중린,1947. 중앙당학교,1947,중앙당학교,특수학교,북한,1947_중앙당학교_특수학교_북한
김중린,1947,중앙당학교,,미상,436,김중린,1953. 소련고급당학교,1953,소련고급당학교,특수학교,러시아,1953_소련고급당학교_특수학교_러시아
김창섭,연도미상,김일성고급당학교,,미상,520,김창섭,연도미상 김일성고급당학교 졸업,,김일성고급당학교,특수학교,북한,year_김일성고급당학교_특수학교_북한
김철만,연도미상,소련 군사아카데미,,미상,114,김철만,연도미상 소련 군사아카데미 졸업,,군사아카데미,특수학교,러시아,year_군사아카데미_특수학교_러시아
김태봉,연도미상,김책공업종합대학,,미상,418,김태봉,연도미상 김책공업종합대학 졸업,,김책공업종합대학,대학교,북한,year_김책공업종합대학_대학교_북한
김태종,연도미상,국제관계대학,,미상,460,김태종,연도미상 평양국제관계대학 졸업,,평양국제관계대학교,대학교,북한,year_평양국제관계대학교_대학교_북한
김평일,1978 ~ 1981.08,김일성군사종합대학교,,미상,112,김평일,1970. 남산고등중학교 졸업,1970,남산고등중학교,고등중학교,북한,1970_남산고등중학교_고등중학교_북한
김평일,1978 ~ 1981.08,김일성군사종합대학교,,미상,112,김평일,1977. 8 김일성종합대학(경제학부) 졸업,1977,김일성종합대학교,대학교,북한,1977_김일성종합대학교_대학교_북한
김평일,1978 ~ 1981.08,김일성군사종합대학교,,미상,112,김평일,1978.～81.8 김일성군사종합대학교,1978,김일성군사종합대학교,대학교,북한,1978_김일성군사종합대학교_대학교_북한
김평일,1977.08,김일성종합대학,경제학부,미상,112,김평일,1970. 남산고등중학교 졸업,1970,남산고등중학교,고등중학교,북한,1970_남산고등중학교_고등중학교_북한
김평일,1977.08,김일성종합대학,경제학부,미상,112,김평일,1977. 8 김일성종합대학(경제학부) 졸업,1977,김일성종합대학교,대학교,북한,1977_김일성종합대학교_대학교_북한
김평일,1977.08,김일성종합대학,경제학부,미상,112,김평일,1978.～81.8 김일성군사종합대학교,1978,김일성군사종합대학교,대학교,북한,1978_김일성군사종합대학교_대학교_북한
김평해,연도미상,김일성종합대학,,졸업,348,김평해,연도미상 사범대학 졸업,,사범대학교,대학교,북한,year_사범대학교_대학교_북한
김형룡,연도미상,김일성군사대학,,미상,347,김형룡,"연도미상 통신군관학교, 김일성군사종합대학 졸업",,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
김형룡,연도미상,김일성군사대학,,미상,347,김형룡,"연도미상 통신군관학교, 김일성군사종합대학 졸업",,통신군관학교,특수학교,북한,year_통신군관학교_특수학교_북한
김형룡,연도미상,통신군관학교,,미상,347,김형룡,"연도미상 통신군관학교, 김일성군사종합대학 졸업",,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
김형룡,연도미상,통신군관학교,,미상,347,김형룡,"연도미상 통신군관학교, 김일성군사종합대학 졸업",,통신군관학교,특수학교,북한,year_통신군관학교_특수학교_북한
김형준,연도미상,청진사범대학,,졸업,234,김형준,연도미상 청진사범대학 졸업,,청진사범대학교,대학교,중국,year_청진사범대학교_대학교_중국
리경식,연도미상,계응상사리원농업대,,미상,708,리경식,연도미상 계응상사리원농업대학 졸업,,계응상사리원농업대학교,대학교,북한,year_계응상사리원농업대학교_대학교_북한
리광근,연도미상,김일성종합대학,독일어과,졸업,329,리광근,연도미상 김일성종합대학 독일어과,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리광호,연도미상,평성이과대,,미상,,1948_name_특수학교_,,,,,,
리근,연도미상,김일성종합대학,독문학과,미상,710,리근,연도미상 김일성종합대학 독문학과,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리길송,연도미상,만경대혁명학원,,미상,712,리길송,"연도미상 만경대혁명학원, 레닌그라드공대 졸업",,레닌그라드공대,대학교,러시아,year_레닌그라드공대_대학교_러시아
리길송,연도미상,만경대혁명학원,,미상,712,리길송,"연도미상 만경대혁명학원, 레닌그라드공대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
리길송,연도미상,레닌그라드공대,,미상,712,리길송,"연도미상 만경대혁명학원, 레닌그라드공대 졸업",,레닌그라드공대,대학교,러시아,year_레닌그라드공대_대학교_러시아
리길송,연도미상,레닌그라드공대,,미상,712,리길송,"연도미상 만경대혁명학원, 레닌그라드공대 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
리동호,연도미상,체육대학,,미상,713,리동호,연도미상 체육대학 졸업,,체육대학교,대학교,북한,year_체육대학교_대학교_북한
리룡남,연도미상,북경외국어대,,미상,,,,,,,,
리명수,연도미상,김일성군사종합대학,,미상,,,,,,,,
리병삼,연도미상,김일성군사종합대학,,미상,,,,,,,,
리병철,연도미상,만경대혁명학원,,미상,378,리병철,연도미상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
리수용,연도미상,김일성종합대학,,미상,717,리수용,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
리수용,연도미상,김일성종합대학,,미상,717,리수용,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리수용,연도미상,국제관계대학,불어과,미상,717,리수용,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
리수용,연도미상,국제관계대학,불어과,미상,717,리수용,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리영수,연도미상,김일성종합대학,,미상,501,리영수,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리영수,연도미상,만경대혁명학원,,미상,501,리영수,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리영호,연도미상,김일성군사종합대학교,,미상,393,리영호,연도미상 김일성군사종합대학 졸업,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
리용무,연도미상,제2중앙정치학교,,미상,277,리용무,연도미상 제2중앙정치학교 졸업,,제2중앙정치학교,특수학교,북한,year_제2중앙정치학교_특수학교_북한
리용철b,연도미상,김일성종합대학,사회학부,미상,,,,,,,,
리용철b,연도미상,만경대혁명학원,,미상,,,,,,,,
리용호,연도미상,평양남산고등중학교,,미상,513,리용호,연도미상 평양외국어대학,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
리용호,연도미상,평양외국어대학,영어과,미상,513,리용호,연도미상 평양외국어대학,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
리을설,연도미상,소련 군사아카데미,,미상,258,리을설,연도미상 소련군사아카데미 졸업,,소련군사아카데미,특수학교,러시아,year_소련군사아카데미_특수학교_러시아
리일환,연도미상,김일성종합대학,,미상,,1948_name_특수학교_,,,,,,
리일환,연도미상,만경대혁명학원,,미상,,1948_name_특수학교_,,,,,,
리자방,연도미상,김일성종합대학,,미상,505,리자방,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리제강,연도미상,김일성종합대학,,미상,245,리제강,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리제선,연도미상,김일성종합대학,핵물리학과,미상,604,리제선,연도미상 김일성종합대학 핵물리학과 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리종산,연도미상,중앙보안간부학교,,미상,605,리종산,연도미상 중앙보안간부학교,,중앙보안간부학교,특수학교,북한,year_중앙보안간부학교_특수학교_북한
리종옥,연도미상,하얼빈공대,응용화학,미상,,,,,,,,
리종혁,연도미상,국제관계대학,불어과,미상,363,리종혁,"연도미상 김일성종합대학, 국제관계대학 졸업",,군제관계대학교,대학교,북한,year_군제관계대학교_대학교_북한
리종혁,연도미상,국제관계대학,불어과,미상,363,리종혁,"연도미상 김일성종합대학, 국제관계대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리종혁,연도미상,김일성종합대학,역사학,미상,363,리종혁,"연도미상 김일성종합대학, 국제관계대학 졸업",,군제관계대학교,대학교,북한,year_군제관계대학교_대학교_북한
리종혁,연도미상,김일성종합대학,역사학,미상,363,리종혁,"연도미상 김일성종합대학, 국제관계대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
리찬복,연도미상,국제관계대학,영어과,미상,607,리찬복,연도미상 국제관계대학 영어과 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
리태남,연도미상,평양건설건재대학,,졸업,212,리태남,연도미상 평양기계대학 졸업,,평양기계대학교,대학교,북한,year_평양기계대학교_대학교_북한
리하일,연도미상,소련군사대학교,,미상,368,리하일,"연도미상 만경대혁명학원, 소련군사대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
리하일,연도미상,소련군사대학교,,미상,368,리하일,"연도미상 만경대혁명학원, 소련군사대학 졸업",,소련군사대학교,특수학교,러시아,year_소련군사대학교_특수학교_러시아
리하일,연도미상,만경대혁명학원,,미상,368,리하일,"연도미상 만경대혁명학원, 소련군사대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
리하일,연도미상,만경대혁명학원,,미상,368,리하일,"연도미상 만경대혁명학원, 소련군사대학 졸업",,소련군사대학교,특수학교,러시아,year_소련군사대학교_특수학교_러시아
림경만,연도미상,김일성종합대학,외국어문학,미상,197,림경만,연도미상 김일성종합대학 외문학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
림동옥,연도미상,김일성종합대학,,미상,211,림동옥,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
림상종,연도미상,김일성종합대학,,미상,110,림상종,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
마원춘,연도미상,평양건설건재대학,,미상,,1948_name_특수학교_,,,,,,
문경덕,연도미상,김일성종합대학,,미상,498,문경덕,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
문재철,연도미상,국제관계대학,,미상,155,문재철,연도미상 국제관계대학 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
박경선,연도미상,김일성종합대학,외문학부,미상,151,박경선,연도미상  김일성종합대학 외문학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박관오,연도미상,김일성종합대학,원자력학부,미상,107,박관오,연도미상 김일성종합대학 원자력학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박관오,연도미상,모스크바대학교,물리대학,미상,107,박관오,연도미상 김일성종합대학 원자력학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박길연,연도미상,국제관계대학,,미상,166,박길연,연도미상 평양국제관계대학 졸업,,평양국제관계대학교,대학교,북한,year_평양국제관계대학교_대학교_북한
박도춘,연도미상,김일성고급당학교,,미상,344,박도춘,연도미상 김일성고급당학교 졸업,,김일성고급당학교,특수학교,북한,year_김일성고급당학교_특수학교_북한
박림수,연도미상,김일성군사종합대학,,미상,,,,,,,,
박명국,연도미상,국제관계대학,,미상,686,박명국,"연도미상 신의주외국어학원, 국제관계대학",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
박명국,연도미상,국제관계대학,,미상,686,박명국,"연도미상 신의주외국어학원, 국제관계대학",,신의주외국어학원,특수학교,북한,year_신의주외국어학원_특수학교_북한
박명국,연도미상,평북 신의주 압록강외국어학원,,미상,686,박명국,"연도미상 신의주외국어학원, 국제관계대학",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
박명국,연도미상,평북 신의주 압록강외국어학원,,미상,686,박명국,"연도미상 신의주외국어학원, 국제관계대학",,신의주외국어학원,특수학교,북한,year_신의주외국어학원_특수학교_북한
박봉주,연도미상,덕천공업대학,,미상,328,박봉주,연도미상 덕천공업대학 졸업,,덕천공업대학교,대학교,북한,year_덕천공업대학교_대학교_북한
박성철a,연도미상,일본상지대,,미상,,,,,,,,
박송봉,연도미상,루마니아 유학,,미상,313,박송봉,"1951.~57. 루마니아 유학 연도미상 당 조직지도부, 과학교육부, 기계공업부 등 근무 1970년대 당 중앙위 부부장",1951,,,루마니아,1951_name_level_루마니아
박송봉,연도미상,루마니아 유학,,미상,313,박송봉,연도미상 만경대혁명학원,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
박송봉,연도미상,만경대혁명학원,,미상,313,박송봉,"1951.~57. 루마니아 유학 연도미상 당 조직지도부, 과학교육부, 기계공업부 등 근무 1970년대 당 중앙위 부부장",1951,,,루마니아,1951_name_level_루마니아
박송봉,연도미상,만경대혁명학원,,미상,313,박송봉,연도미상 만경대혁명학원,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
박승원,연도미상,김일성군사종합대학교,,미상,360,박승원,연도미상 김일성군사종합대학,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
박용석,연도미상,김일성종합대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박용석,연도미상,김일성종합대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
박용석,연도미상,김일성종합대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,철도운수대학교,대학교,러시아,year_철도운수대학교_대학교_러시아
박용석,연도미상,만경대혁명학원,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박용석,연도미상,만경대혁명학원,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
박용석,연도미상,만경대혁명학원,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,철도운수대학교,대학교,러시아,year_철도운수대학교_대학교_러시아
박용석,연도미상,소련철도운수대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박용석,연도미상,소련철도운수대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
박용석,연도미상,소련철도운수대학,,미상,312,박용석,"연도미상 만경대혁명학원, 김일성종합대학, 소련 철도운수대학",,철도운수대학교,대학교,러시아,year_철도운수대학교_대학교_러시아
박용일,연도미상,김일성종합대학,정치경제학,미상,,,,,,,,
박의춘,연도미상,국제관계대학,,미상,434,박의춘,연도미상 국제관계대학 졸업,,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
박재경,연도미상,김일성군사종합대학,,미상,452,박재경,연도미상 김일성정치군사대학 졸업,,김일성정치군사대학교,대학교,북한,year_김일성정치군사대학교_대학교_북한
박정순,연도미상,중앙당학교,,미상,499,박정순,연도미상  중앙당학교,,중앙당학교,특수학교,북한,year_중앙당학교_특수학교_북한
박진식,연도미상,김일성종합대학,영문과,미상,691,박진식,연도미상 김일성종합대학 어문학부(영문) 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박태화,연도미상,인민경제대학,,미상,293,박태화,1934.~36. 보현사 불교학원,1934,불교학원,특수학교,북한,1934_불교학원_특수학교_북한
박태화,연도미상,인민경제대학,,미상,293,박태화,1955.~58. 인민경제대학,1955,인민경제대학교,대학교,북한,1955_인민경제대학교_대학교_북한
방강수,연도미상,김일성종합대학,정치경제학,미상,,,,,,,,
배달준,연도미상,체코 프다찌슬바다대,,미상,266,배달준,연도미상 체코 프라타슬라바대 졸업,,프라타슬라바대학교,대학교,체코,year_프라타슬라바대학교_대학교_체코
백남순,연도미상,김일성종합대학,,미상,276,백남순,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
백인준,연도미상,일본유학,,미상,274,백인준,"연도미상 연희전문 2년 중퇴, 일본유학",,,,일본,year_name_level_일본
백인준,연도미상,일본유학,,미상,274,백인준,"연도미상 연희전문 2년 중퇴, 일본유학",,연희전문학교,대학교,한국,year_연희전문학교_대학교_한국
백인준,연도미상,연희전문2년중퇴,,중퇴,274,백인준,"연도미상 연희전문 2년 중퇴, 일본유학",,,,일본,year_name_level_일본
백인준,연도미상,연희전문2년중퇴,,중퇴,274,백인준,"연도미상 연희전문 2년 중퇴, 일본유학",,연희전문학교,대학교,한국,year_연희전문학교_대학교_한국
백학림,연도미상,소련아카데미(유학),,미상,275,백학림,연도미상 소련아카데미 유학,,소련아카데미,특수학교,러시아,year_소련아카데미_특수학교_러시아
백학림,연도미상,중앙당 정치학교,,미상,275,백학림,연도미상 소련아카데미 유학,,소련아카데미,특수학교,러시아,year_소련아카데미_특수학교_러시아
변영립,연도미상,김일성종합대학,물리수학,미상,458,변영립,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
성자립,연도미상,만경대혁명학원,,미상,291,성자립,연도미상 만경대혁명학원 졸업,,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
송호경,1965,김일성종합대학,외문학부,미상,256,송호경,1965. 김일성종합대학 외문학부,1965,김일성종합대학교,대학교,북한,1965_김일성종합대학교_대학교_북한
신병철,연도미상,김일성종합대학,철학과,미상,,,,,,,,
안경호,연도미상,김일성종합대학,철학박사,미상,464,안경호,연도미상 김일성종합대학 철학박사,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
양형섭,연도미상,모스크바대학교,정치경제학,미상,242,양형섭,1950. 소련모스크바대학 정치경제학부,1950,모스크바대학교,대학교,러시아,1950_모스크바대학교_대학교_러시아
양형섭,연도미상,모스크바대학교,정치경제학,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
양형섭,연도미상,모스크바대학교,정치경제학,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,칭다오중학교,고등중학교,중국,year_칭다오중학교_고등중학교_중국
양형섭,연도미상,김일성종합대학,,미상,242,양형섭,1950. 소련모스크바대학 정치경제학부,1950,모스크바대학교,대학교,러시아,1950_모스크바대학교_대학교_러시아
양형섭,연도미상,김일성종합대학,,미상,242,양형섭,"연도미상 중국 칭다오중학교, 김일성종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
